discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,268,135,133,0.503731343283582,0.4962686567164179,113.6902564,134.5827887496296,148.2784757
