discrete_combination_id,group_min_distance
1,0.6955906778920633
2,0.7497573606441089
3,0.7130538249540612
4,0.6638013638861109
5,0.8374483473328806
6,0.7049868734991738
7,0.8481029395692413
8,0.7534176370203812
9,0.7378122448771209
10,0.8229293497506265
11,0.8568451711018216
12,0.8681864076329205
13,0.7448660468722623
14,0.840768019789279
15,0.7050987082941362
16,0.819869382939317
17,0.8410578451911142
18,0.8658713749973884
19,0.7345950312114199
20,0.7939202380213942
21,0.8018971104975602
22,0.6819541064675647
23,0.9038329128015166
24,0.7848922758210127
25,0.7752444735764359
26,0.8352988806022329
27,0.7221437888361891
28,0.8437462841446475
29,0.7963411577779538
30,0.7301506844023091
31,0.7623985057195297
32,0.7226875330057019
33,0.7512339458128526
34,0.8663829216560449
35,0.8478572280326341
36,0.8739666175771966
37,0.8581548043841842
38,0.7521411284328277
39,0.6944066106720816
40,0.7117993536484974
41,0.9248268491613265
42,0.7646923072744655
43,0.7312865604904503
44,0.7576909747520139
45,0.8567795223229325
46,0.8226282820337016
47,0.7214176650773995
48,0.8023791559937273
