sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse
1,boundary,gp,8.009850480639289,1.3969388338012398,1.2376985411908616,1.0479578185362848,A1,Si2,combo_009,0.51207957733142,0.48792042266858004,0.9758408453371601,0.20298529965405487,0.7417360584737933,302.85667639028077,1.9055159018259713,0.0,0.5269883465513621,0.6875,0.8467329759319779,0.3041406183201888,0.4906037431577176
2,boundary,gp,8.779312481865906,1.2458424575610383,1.3197665953061706,1.983686800430488,A1,PU,combo_007,0.49552764449128617,0.5044723555087138,0.9910552889825723,0.2070303815392973,0.7565269606845869,327.10712292649475,1.8431861453932388,0.0,0.5128049445465788,0.59375,0.8442426964770073,0.3655970777483111,0.47085819159615444
3,boundary,gp,13.312228270009303,0.9910791410514289,2.121395740336779,0.7445281742069103,Si3,PU,combo_005,0.48813972201617517,0.5118602779838248,0.9762794440323503,0.16340175964569664,0.5969982543871465,391.6229930918951,1.8216837377828046,0.0,0.5336484454214578,0.75,0.8341011841485563,0.5812966227011322,0.4385746966515013
4,boundary,gp,9.861280477164977,0.9576466708522325,2.065828954580419,2.4589996255224964,Si2,PU,combo_003,0.5011304668688417,0.49886953313115834,0.9977390662623167,0.1976814920279537,0.7223426068285439,353.2923369685684,1.881252694901809,0.0,0.3642727815110822,0.65625,0.832122790093023,0.43922570551795564,0.4513219413235126
5,boundary,gp,10.353069741067387,1.1977766169562138,1.1577510488400815,1.9466494916552537,A1,Si3,combo_010,0.5186700080446656,0.48132999195533444,0.9626599839106689,0.16738767152259254,0.6115728005804122,352.59298234601386,1.86370990327967,0.0,0.526572971417211,0.78125,0.8312660393696042,0.46509796323178293,0.45318980429269806
6,boundary,gp,13.00721106049174,0.7063824958219693,2.346311867068611,2.221781000458017,Si2,PU,combo_003,0.5158847737864143,0.4841152262135857,0.9682304524271714,0.23102640384758213,0.8442687739479275,399.00829766342014,1.727456649577845,0.0,0.332687962722515,0.65625,0.8288270255334766,0.5708168124112026,0.4677116542895139
7,boundary,gp,15.50648659382822,0.58036581777167,2.4596029137871724,2.273558050365642,Si1,PU,combo_001,0.5098519229878207,0.49014807701217933,0.9802961540243587,0.1619865483686663,0.5918235132570511,429.19224736473,1.8185660368557257,0.0,0.5898994214560048,0.625,0.8269494148686917,0.6900929296071999,0.4260143958541607
8,boundary,gp,10.447500882571028,1.106974313504466,1.4467050506616546,2.0739935235221516,A1,Si3,combo_010,0.5080450274753279,0.49195497252467213,0.9839099450493443,0.15694115906763415,0.5733749720694903,356.2094961200452,1.7864840534125443,0.0,0.4293488261662776,0.78125,0.8257840134509837,0.4634311466671879,0.41441765280111426
9,boundary,gp,15.683266933384196,0.976548584662034,1.1012135262895473,1.0935253178561024,Si1,Si1,combo_002,0.49419805162394503,0.505801948376055,0.9883961032478901,0.18849471131925175,0.6887510062258104,427.5191508137159,1.9145468301107729,0.0,0.29314455127876016,0.75,0.824409262654408,0.6716025777895578,0.4476226325703244
10,boundary,gp,15.786362708200798,0.8747271583642292,1.4116405272171542,0.654584119177847,A1,Si2,combo_009,0.4984403825481638,0.5015596174518362,0.9968807650963276,0.1767469943707099,0.6457953040878915,427.9929794687487,2.125626731168648,0.0,0.36209259216249345,0.6875,0.8238364063462166,0.6821570036047103,0.463127495396113
