trial_number,seed,score,min_over_groups_min_distance,group_min_distance_q10,mean_group_min_distance,global_mean_nn_distance
65,74238,0.38176203888464194,0.36845846626147294,0.4017173978193954,0.4530807080764691,0.1973422753378539
100,10651,0.3814550296618005,0.3664876774605505,0.40390605796367546,0.46526182921647485,0.19529870467563493
122,25505,0.38102803781671835,0.36458482561574124,0.405692856118184,0.45964573718959195,0.20377315419973532
99,65,0.37997524038459995,0.37779267372602393,0.38324909037246396,0.44922192135794525,0.19768672962738704
170,14470,0.3799146279400831,0.37594004060681896,0.3858765089399794,0.4629122218044241,0.2080275351933613
26,821,0.37983517607431555,0.37346928944962765,0.3893840060113474,0.4633326317989635,0.1946724388007789
232,24249,0.37925479507612603,0.37592163176386145,0.3842545400445229,0.46152942458400775,0.20090035032946243
17,38153,0.3791997150517561,0.3729238316569957,0.3886135401438966,0.47817728466563797,0.20680310140968144
231,6140,0.37888440059258455,0.3766516113394337,0.38223358447231087,0.4703398639372486,0.19243236586486065
0,58464,0.37884424442852527,0.3739747914428263,0.3861484239070736,0.454598969141537,0.19491263851274862
198,8678,0.37859814602438635,0.3612019870457886,0.404692384492283,0.46460081862399977,0.2006356083753667
41,97979,0.3776822277936523,0.37691413304910776,0.3788343699104691,0.443871687841595,0.1960712047492036
57,97358,0.377183044694479,0.3556160063790618,0.40953360216760476,0.4722384289111693,0.20997881053282122
225,97334,0.3769998701739051,0.35498148879373964,0.4100274422441532,0.47922665498959083,0.20346128552352294
27,64870,0.37696878492102603,0.3747710220393493,0.380265429243541,0.4485556904636567,0.18784198993596832
18,37377,0.37690311501907764,0.37300355925181117,0.3827524486699773,0.472335570228785,0.19458916670938
48,79758,0.376846500716733,0.3646416950581356,0.395153709204629,0.47408283158879255,0.19790897483766007
167,4414,0.37655979959023056,0.3712998382902129,0.384449741540257,0.46984019737683214,0.18712068172582086
31,9355,0.3762351558403222,0.3596651647127835,0.4010901425316303,0.47206625340185465,0.21214853835388564
164,99842,0.3760153067188591,0.37385003397742733,0.3792632158310067,0.4744387797378137,0.197372532812566
76,16026,0.3753584807089643,0.3578250847777528,0.4016585746057815,0.4696758961634066,0.20079244711953814
22,50878,0.37509206654931715,0.3727721910095551,0.3785718798589603,0.47057697042293206,0.19901626711299453
51,92431,0.3744650486594425,0.3600547546438359,0.3960804896828525,0.46112783791804174,0.20271822617196678
62,88771,0.3743516080156616,0.3535958610657763,0.40548522844048945,0.45705657878652267,0.1989961141108592
