discrete_combination_id,group_min_distance
1,0.7597266568717949
2,0.8276167195989222
3,0.7025527040496017
4,0.748025097368156
5,0.9318061756186604
6,0.8939781416049604
7,0.8643257509568043
8,0.9024846185394556
9,0.7200216338400528
10,0.9138918427795093
11,0.7621335126056785
12,0.7688849265079244
13,0.6804038287070494
14,0.7727746253520997
15,0.8071034876146596
16,0.6722132067191259
17,0.8257339979494509
18,0.6701603359963921
19,0.670853684898692
20,0.7732336586528573
21,0.7010142080819798
22,0.766932350049367
23,0.9132523711973612
24,0.779667719402203
25,0.7503908170225377
26,0.9019528682027541
27,0.6949264626032418
28,0.9474124455117852
29,0.7628760492135694
30,0.7558490273395713
31,0.732905384907777
32,0.8256597390464412
33,0.8854044014340144
34,0.7942809074591851
35,0.9475281962326594
36,0.7970234662269924
37,0.6643291903858537
38,0.7545817064224765
39,0.7655538856665275
40,0.922661123890441
41,0.933146671301896
42,0.8033791205205891
43,0.8588325016377374
44,0.8104007631894237
45,0.8332388948928706
46,0.6734571392664634
47,0.734158595663735
48,0.8313470323635646
