discrete_combination_id,group_min_distance
1,0.7793086941862493
2,0.7937598162532227
3,0.8439334573720347
4,0.85048033677149
5,0.7804624528076725
6,0.8127055529178725
7,0.7227773288751809
8,0.8023981501621938
9,0.8742457823107276
10,0.6821690608518557
11,0.7246146459487293
12,0.8072825559141762
13,0.7943313799591268
14,0.8128069467431841
15,0.7717334327504469
16,0.7515642224230584
17,0.7342856240899347
18,0.8002761377121506
19,0.8467183823995349
20,0.8126157672226946
21,0.8055362684328053
22,0.7014219536931303
23,0.7275518128048523
24,0.8142332991936292
25,0.7425725439996411
26,0.7130588349561071
27,0.7664475335799659
28,0.7360139242016657
29,0.8446266005266169
30,0.7632880074377123
31,0.8108494063234951
32,0.9020184606911266
33,0.8080642822188634
34,0.7056819734933218
35,0.9092496086185243
36,0.7949217079913312
37,0.7470235789402814
38,0.8384005408073778
39,0.7778769734536708
40,0.7244777484820606
41,0.8235588218147165
42,0.8640878951738165
43,0.7936050785085252
44,0.7776847175318258
45,0.7750138185525601
46,0.7417327266153917
47,0.8595193145098307
48,0.8217615247869545
