segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,37,0.5405405405405406,0.5882352941176471,0.5405405405405406,0.4594594594594595
Non-boundary,188,0.8882978723404256,0.8854166666666666,0.8900523560209425,0.11170212765957446
Overall,225,0.8311111111111111,0.8407079646017699,0.8333333333333334,0.1688888888888889
