bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,61,0.0,False
0.2-0.4,0.30000000000000004,32,0.34375,False
0.4-0.6,0.5,37,0.4594594594594595,True
0.6-0.8,0.7000000000000001,29,0.3103448275862069,False
0.8-1.0,0.9,66,0.015151515151515152,False
