accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8548387096774194,0.8666666666666667,0.8387096774193549,0.8524590163934426,"[[27, 4], [5, 26]]",1.150306425628599,1.4488707190643373,0.9740182485764746,31,gp,0,gp_cv
0.7903225806451613,0.78125,0.8064516129032258,0.7936507936507936,"[[24, 7], [6, 25]]",1.2763263278216301,1.646449097582929,0.9399489733267611,31,gp,1,gp_cv
0.7903225806451613,0.8214285714285714,0.7419354838709677,0.7796610169491526,"[[26, 5], [8, 23]]",1.4787626673752141,1.9494236681882096,0.9511690109787749,31,gp,2,gp_cv
0.8709677419354839,0.9,0.84375,0.8709677419354839,"[[27, 3], [5, 27]]",1.6631964925111178,2.0512493794589752,0.9016774535586567,30,gp,3,gp_cv
0.8688524590163934,0.8484848484848485,0.9032258064516129,0.875,"[[25, 5], [3, 28]]",1.8287976474388405,2.1597422099840564,0.9601724611247171,30,gp,4,gp_cv
0.7741935483870968,0.717948717948718,0.9032258064516129,0.8,"[[20, 11], [3, 28]]",1.852490334069429,2.055259695724118,0.9477191591974481,31,mlp,0,mlp_cv
0.7903225806451613,0.78125,0.8064516129032258,0.7936507936507936,"[[24, 7], [6, 25]]",1.4748433390278481,1.8604933725091126,0.9233203583480881,31,mlp,1,mlp_cv
0.8225806451612904,0.7941176470588235,0.8709677419354839,0.8307692307692308,"[[24, 7], [4, 27]]",1.3793948712827626,1.7774783099931593,0.9594032122432757,31,mlp,2,mlp_cv
0.8225806451612904,0.8181818181818182,0.84375,0.8307692307692308,"[[24, 6], [5, 27]]",1.4095993039485673,1.8586689409286132,0.919272728142748,30,mlp,3,mlp_cv
0.8688524590163934,0.8709677419354839,0.8709677419354839,0.8709677419354839,"[[26, 4], [4, 27]]",1.3710129112662757,1.7424570753103683,0.9740758924653612,30,mlp,4,mlp_cv
