discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,309,153,156,0.49514563106796117,0.5048543689320388,113.6902564,135.17384056797388,148.2784757
