Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Time_TP,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
4,11.95834526,Si1,0.630832092,Si1,2.859924113,1.407055024,0,373.994549,282.3659108,-0.001449043,0.055281819,1054.14863,204.9,87.8,,,16.826049776809587,1.8041319111650345,combo_002,1
23,10.80084342,Si1,0.912411599,Si1,1.343782688,2.261104933,1,366.059186,1039.822171,0.000260871,0.044087199,997.6339585,178.000002,85.1,,,24.42184033752259,1.226082911066598,combo_002,0
8,10.23611342,Si1,0.797871794,Si1,2.149150635,0.506317296,1,343.8282017,949.9467486,0.009129852,0.042688226,938.1135176,164.000002,81.0,,,5.1827212683637125,1.7147466727236889,combo_002,0
11,10.29484076,Si1,0.652583369,Si1,2.75909886,2.113774311,1,357.9663255,999.5243449,0.009680619,0.040460023,966.8617589,179.000002,80.9,,,21.760969934323715,1.8005420294628594,combo_002,0
12,11.51866801,Si1,1.072443798,Si1,1.15773035,1.263005896,0,364.1421965,284.8933776,0.001394084,0.055352853,971.0141663,195.5,82.8,,,14.548145610696587,1.2416007336138692,combo_002,1
17,11.28418233,Si1,0.814551537,Si1,1.856844474,0.895757216,0,362.9578978,284.7226064,0.002456591,0.055318405,1009.353432,196.4,85.4,,,10.107887748757193,1.5124955202666568,combo_002,1
18,11.97144787,Si1,0.67521127,Si1,2.885076014,1.496527787,0,372.3234102,279.5414514,-0.001450681,0.055312939,1043.018248,209.1,88.2,,,17.915604388076964,1.948035839459478,combo_002,1
10,10.88312966,Si1,1.042944655,PU,1.64738265,1.665442934,1,357.621085,911.564777,0.000788785,0.040753879,983.1688155,183.000002,84.1,183.000002,,18.12523139205282,1.718128929557236,combo_001,0
15,11.8240527,Si1,0.773310662,PU,2.825580569,2.034109142,0,383.0972791,284.3600753,0.002578062,0.055249327,1075.110421,206.0,85.3,212.000002,,24.051413692559784,2.1850515803477264,combo_001,1
16,9.992472605,Si1,0.952707422,PU,2.379606768,1.889296656,1,350.43092,873.0076414,-0.000240662,0.041634483,925.8957658,176.000002,80.1,176.000002,,18.878745077798108,2.267069029315032,combo_001,0
18,10.83553945,Si1,0.650975953,Si1,2.400359264,2.458087857,0,369.6356158,284.7000084,0.000261739,0.055232543,1006.70706,198.7,82.5,205.000002,,26.634707946089463,1.5625761594247787,combo_002,1
17,11.88631635,Si1,0.515519353,Si1,2.93656055,2.129931783,0,384.2184699,284.5198441,-0.00144004,0.055398758,1080.200494,209.5,86.4,217.000002,,25.31704297665755,1.513853794781324,combo_002,1
3,15.9045163,Si1,0.739253646,PU,2.439871738,0.520764759,0,428.6369794,282.97368,-0.000388463,0.055330873,1385.496211,226.2,101.6,233.000002,,8.28251159798107,1.8036840780888566,combo_001,1
6,11.36352905,Si1,1.0624134,PU,1.577584073,0.610278891,0,354.8480064,284.2610169,0.000274938,0.055243825,1001.477206,192.3,86.2,197.000002,,6.934921906480284,1.6760464587817783,combo_001,1
10,11.59005522,Si1,0.750702804,Si1,2.264944603,1.443989163,0,370.3406031,281.868176,0.001403007,0.055248935,1022.096809,205.5,85.6,212.000002,,16.73591413625158,1.7003002643767668,combo_002,1
15,15.98699135,Si1,0.760847496,PU,2.786368571,1.162305709,0,428.7951544,280.8678106,-0.000390525,0.055086733,1371.536449,240.4,102.1,248.000002,,18.581771315838616,2.1200015501784484,combo_001,1
16,13.95151808,Si1,0.836233846,PU,2.825356957,2.258623674,1,409.4056102,527.4216972,-0.026831402,0.031586334,1218.809842,235.4,94.3,235.4,,31.511229023727022,2.3626591144749662,combo_001,0
17,11.87471369,Si1,0.589445849,Si1,2.147315889,2.497347025,1,391.5511506,877.5110742,0.023880582,0.035964731,1086.588228,177.000002,85.0,177.000002,,29.65528090644827,1.2657264372627948,combo_002,0
18,9.973421096,Si1,0.638943298,Si1,2.928297126,2.478759423,1,355.7423844,910.5238243,0.000720557,0.039630608,950.4261851,172.000002,79.7,172.000002,,24.721711521256985,1.8710158232103615,combo_002,0
20,11.58914386,Si1,0.759412684,PU,2.962953811,2.459384004,0,382.4253342,284.9485127,0.001402893,0.055246703,1061.676781,204.9,84.6,212.000002,,28.502155029338816,2.2501047061795387,combo_001,1
