bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,43,0.023255813953488372,False
0.2-0.4,0.30000000000000004,38,0.10526315789473684,False
0.4-0.6,0.5,23,0.5217391304347826,True
0.6-0.8,0.7000000000000001,30,0.3,False
0.8-1.0,0.9,49,0.0,False
