A_Type_CompPad,B_Extd_CompPad,C_Extd_Frame_Btm,D_Extd_SideBeam,E_ThermalResin_Thx,F_dt_Cell,G_MaxT,Time_TR_Adj_1,Time_TR_Adj_2
Aerogel,2.351584699,19.17641166,42.18839709,2.162622951,11.2276867,1524.51612,997,1565
PU,5.752896175,16.81673953,46.55852459,5.360437159,19.56284153,1382.439618,2009,2554
PU,2.794918033,35.47562842,39.56632058,3.361803279,5.136612022,1372.057104,1308,1226
Aerogel,3.957759563,24.81340619,37.38125683,5.702021858,13.93806922,1321.237432,4214,3787
Aerogel,5.738360656,14.63185792,33.17500911,3.732459016,16.91074681,1342.548907,2208,2678
PU,2.17715847,29.3142623,21.26641166,5.142404372,7.089253188,1302.111749,1578,1299
Aerogel,5.0115847,32.98486339,45.95763206,2.366120219,19.59198543,1523.969672,2611,2806
PU,2.053606557,14.58816029,30.22517304,5.49852459,12.6848816,1380.253825,890,1579
Aerogel,4.982513661,20.18145719,38.30990893,2.235300546,9.041894353,1278.614481,1736,1943
Si,5.789234973,28.00333333,21.92193078,3.710655738,12.56830601,1561.128142,2390,2736
Si,5.302295082,16.42346084,42.24302368,5.374972678,12.85974499,1529.434153,2655,3055
Si,5.803770492,25.07559199,32.46486339,2.213497268,13.96721312,1281.346721,2823,2955
Aerogel,5.229617486,17.7343898,22.95983607,3.66704918,12.18943534,1395.007924,1754,2113
Aerogel,5.593005465,26.16803279,29.89741348,4.044972678,5.428051002,1556.756557,1631,1821
PU,4.611857924,19.00162113,39.62094718,5.258688525,10.81967213,1428.887705,1303,1589
Aerogel,3.463551913,28.92098361,38.91080146,2.889398907,4.087431694,1499.925956,1270,1418
Aerogel,2.969344262,23.80836066,23.45147541,4.139453552,15.10382514,1480.253825,1908,2249
Aerogel,4.00863388,18.91422587,21.53954463,3.797868853,7.963570128,1299.379508,1730,1913
PU,3.303661202,24.72601093,32.02785064,3.616174863,19.32969035,1322.330328,2201,2345
Aerogel,5.50579235,12.92765027,35.74245902,2.16989071,15.77413479,1399.925956,1395,2167
Aerogel,3.34726776,28.70249545,29.89741348,5.127868853,19.18397086,1553.477869,2785,2963
Aerogel,2.584153005,23.54617486,40.93198543,4.909836066,8.721311475,1298.286612,2633,2579
Aerogel,2.264371585,19.78817851,40.71347905,4.917103825,16.32786885,1456.210109,2050,2415
Aerogel,2.802185792,34.86386157,47.97881603,5.462185792,14.92896175,1565.499727,3123,3011
Si,3.826939891,23.98315118,23.01446266,4.074043716,17.55191257,1391.729235,3099,3329
Si,3.819672131,20.13775956,36.72573771,5.127868853,6.797814208,1545.281148,2219,2502
Aerogel,2.431530055,22.54112933,28.91413479,5.149672131,17.1147541,1499.925956,2159,2480
Aerogel,4.800819672,31.368051,46.88628415,3.427213115,16.67759563,1562.221038,2576,2785
Aerogel,3.201912568,26.95459016,49.39910747,4.706338798,15.5992714,1556.756557,2442,2589
PU,2.220765027,32.19830601,20.93865209,2.540546448,13.50091075,1453.477869,1153,1596
Aerogel,4.248469945,32.76637523,27.00220401,4.560983607,4.58287796,1512.494262,2073,2117
Aerogel,3.892349727,13.45202186,23.17834244,3.826939891,12.01457195,1434.352186,1309,1847
PU,3.965027322,28.13442623,44.64659381,4.488306011,11.05282332,1328.887705,2106,1896
Aerogel,3.158306011,15.85539162,42.68003643,4.735409836,10.12021858,1561.67459,1378,1774
PU,2.903934426,34.33948998,23.5607286,4.34295082,18.07650273,1462.221038,2277,2170
PU,3.449016393,30.05712204,42.0791439,5.345901639,16.41530055,1348.559836,3108,2348
Aerogel,4.880765027,32.81007286,43.93644809,3.928688525,10.20765027,1570.41776,2305,2507
Aerogel,3.754262295,22.67222222,21.43029144,3.608907104,10.03278689,1473.15,1513,1763
PU,5.716557377,34.38318761,31.37233151,3.376338798,10.55737705,1531.073497,1452,1572
Aerogel,5.709289618,33.07225865,36.67111111,2.707704918,9.595628415,1552.931421,1820,2054
Si,3.042021858,28.13442623,27.76697632,3.201912568,19.35883424,1433.805738,2911,3135
Si,4.088579235,26.736102,44.97435337,3.18010929,9.653916211,1411.947814,2490,2676
PU,5.00431694,14.02009107,45.46599271,4.408360656,9.129326047,1570.964208,709,1303
PU,2.18442623,30.49409836,25.47265938,5.374972678,8.779599271,1391.182787,1560,1333
Aerogel,4.808087432,29.96972678,36.34335155,4.611857924,16.38615665,1517.412295,2906,3064
PU,2.424262295,20.79322404,20.50163934,2.278907104,7.293260474,1306.483333,603,958
PU,2.991147541,18.60834244,31.80934426,3.66704918,8.663023679,1478.068033,637,1166
PU,4.313879781,18.6957377,22.90520947,5.731092896,7.817850638,1421.237432,990,1204
PU,2.119016393,22.45373406,48.63433516,5.447650273,18.571949,1534.352186,1624,2241
Si,2.707704918,27.30417122,25.36340619,4.582786885,7.672131148,1572.057104,2058,2264
Aerogel,2.700437158,30.1445173,38.58304189,5.920054645,16.09471767,1450.745628,3433,3237
PU,3.361803279,21.40499089,22.6320765,2.358852459,17.61020036,1458.94235,886,2029
PU,5.251420765,21.40499089,41.42362477,4.081311475,13.93806922,1305.936885,1910,2039
PU,4.779016393,24.46382514,36.45260474,5.17147541,17.90163934,1346.374044,2609,2415
Aerogel,5.854644809,17.51590164,25.03564663,5.418579235,18.74681239,1311.401366,3283,3519
Aerogel,5.593005465,19.04531876,28.96876138,2.765846995,8.021857924,1477.521585,1266,1635
PU,4.430163934,18.17136612,35.79708561,5.222349727,16.50273224,1469.324863,1392,2068
Aerogel,2.133551913,19.56969035,30.11591985,5.033387978,10.12021858,1331.073497,1862,1995
Si,5.287759563,20.74952641,35.46932605,4.124918033,8.896174863,1427.794809,2509,2784
Si,4.386557377,27.91593807,35.19619308,2.206229508,17.61020036,1367.139071,2766,2952
PU,3.209180328,12.22848816,30.17054645,5.825573771,9.391621129,1559.488798,533,1237
Si,2.351584699,12.05369763,39.4024408,2.925737705,5.952641166,1464.953279,1115,1438
Aerogel,2.918469945,17.55959927,34.70455373,4.124918033,19.09653916,1559.488798,1700,2480
Aerogel,5.149672131,32.67897996,38.58304189,4.052240437,6.9143898,1466.046175,2474,2582
Si,2.911202186,20.70582878,34.26754098,2.33704918,8.663023679,1281.346721,1919,2139
Aerogel,2.235300546,23.80836066,46.01225865,4.270273224,18.4845173,1369.324863,2725,2805
Aerogel,3.354535519,34.42688525,24.98102004,2.635027322,18.92167577,1508.669126,2353,2534
Aerogel,4.84442623,20.44364299,46.12151184,4.524644809,6.098360656,1339.270219,2254,2417
Si,4.241202186,15.59320583,32.90187614,2.584153005,14.02550091,1368.231967,1878,2352
Aerogel,4.219398907,18.65204007,29.02338798,4.648196721,16.82331512,1365.499727,2501,2766
PU,4.895300546,24.02684882,31.04457195,4.66273224,10.90710383,1396.647268,1497,1642
Aerogel,4.560983607,28.26551913,20.06462659,2.089945355,13.58834244,1485.171858,1567,1948
Aerogel,5.076994536,19.70078324,45.35673953,3.950491803,6.593806922,1522.330328,1560,1827
Aerogel,3.972295082,25.7747541,45.13823315,2.446065574,5.836065574,1308.669126,1790,1877
Aerogel,5.861912568,24.59491803,24.54400729,2.097213115,8.284153006,1450.19918,1351,1588
Si,3.67431694,12.18479053,47.3232969,4.989781421,18.16393443,1434.898634,2680,3267
Aerogel,5.876448087,23.24029144,34.75918033,2.489672131,5.777777778,1497.740164,1270,1514
PU,2.569617486,26.69240437,41.47825137,4.292076503,13.20947177,1357.849454,1800,1795
Aerogel,3.572568306,14.15118397,40.82273224,3.528961749,10.12021858,1292.822131,1664,1997
Si,3.18010929,31.89242259,36.83499089,5.178743169,5.981785064,1559.488798,2804,2968
Si,3.267322404,24.42012751,20.61089253,5.265956284,14.57923497,1304.843989,4565,4281
Aerogel,4.459234973,23.15289618,32.19173042,3.950491803,16.00728597,1499.379508,2161,2524
Aerogel,4.749945355,30.23191257,22.52282332,3.281857924,9.275045537,1504.843989,1815,1982
Si,5.614808743,14.4570674,31.42695811,5.295027322,7.468123862,1361.128142,2644,2934
Aerogel,3.819672131,33.46553734,23.61535519,2.286174863,7.118397086,1411.401366,1600,1690
Aerogel,2.729508197,28.87728597,24.27087432,2.794918033,8.400728597,1326.701913,1773,1827
Aerogel,5.17147541,22.14785064,35.9063388,3.390874317,4.72859745,1327.248361,1771,2052
Si,4.401092896,19.74448087,36.34335155,2.460601093,7.905282332,1437.084426,1615,1846
Aerogel,5.222349727,33.94621129,24.65326047,2.155355191,5.632058288,1464.406831,1398,1573
Aerogel,5.709289618,25.46887067,27.27533698,3.056557377,19.06739526,1555.663661,2130,2626
Aerogel,3.027486339,19.96296903,26.56519126,2.140819672,13.41347905,1468.778415,1175,1767
Aerogel,3.376338798,23.89575592,27.22071038,5.803770492,17.0564663,1343.095355,3429,3340
Aerogel,4.597322404,33.50923497,22.52282332,4.99704918,14.69581057,1550.19918,2916,2962
PU,2.635027322,34.73276867,28.91413479,4.401092896,5.661202186,1539.270219,965,998
Aerogel,2.911202186,14.50076503,48.79821494,3.645245902,16.18214936,1447.46694,1597,2283
Aerogel,4.597322404,14.4570674,47.3232969,2.925737705,7.176684882,1384.078962,1341,1684
PU,5.694754098,30.71258652,37.38125683,5.156939891,4.320582878,1401.565301,1634,1690
Aerogel,5.912786885,27.61005465,40.44034608,5.113333333,7.264116576,1403.751093,3201,3225
PU,2.34431694,15.50581056,40.76810565,3.688852459,13.76320583,1432.166393,825,1656
Aerogel,2.438797814,25.905847,26.83832423,2.50420765,16.82331512,1455.663661,1701,2169
PU,3.042021858,30.79998179,39.02005465,5.593005465,10.52823315,1515.772951,1653,1628
Aerogel,4.524644809,16.99153005,45.84837887,4.531912568,11.43169399,1495.007924,1832,2176
PU,3.376338798,16.77304189,24.16162113,3.761530055,19.65027322,1561.128142,882,2253
Aerogel,3.434480874,23.72096539,39.67557377,3.303661202,8.196721312,1328.887705,1831,1991
PU,4.553715847,32.89746812,49.45373406,4.095846995,18.74681239,1478.068033,2599,2464
Si,2.526010929,34.07730419,40.65885246,5.113333333,14.2586521,1552.931421,3562,3667
Aerogel,3.550765027,24.6823133,39.29318761,4.190327869,11.98542805,1458.395902,2133,2325
PU,3.594371585,22.54112933,31.20845173,2.257103825,19.35883424,1560.581694,945,2201
Aerogel,5.760163934,21.09910747,29.18726776,3.66704918,5.89435337,1364.953279,1773,1990
PU,3.310928962,30.36300546,49.83612022,3.652513661,11.2276867,1409.215574,1704,1666
Si,2.598688525,14.10748634,36.17947177,3.245519126,5.16575592,1340.363115,1488,1729
Aerogel,5.491256831,16.16127505,33.61202186,5.324098361,11.46083789,1496.647268,1993,2386
Aerogel,5.127868853,21.0117122,45.41136612,4.880765027,15.97814208,1309.762022,3512,3529
Aerogel,2.402459016,15.94278689,49.72686703,4.691803279,9.828779599,1366.046175,1669,1973
Aerogel,5.324098361,22.84701275,35.8517122,5.50579235,17.52276867,1551.838525,2709,3026
PU,2.685901639,22.75961749,33.44814208,3.01295082,14.40437159,1467.685519,976,1716
Aerogel,3.078360656,34.29579235,44.26420765,4.866229508,7.468123862,1444.188251,2968,2838
Si,5.890983607,29.88233151,23.77923497,2.424262295,4.553734062,1323.969672,2462,2486
Si,2.482404372,28.22182149,48.63433516,2.962076503,19.9417122,1503.204645,2779,3059
Si,2.460601093,17.42850638,28.31324226,5.861912568,18.6010929,1512.494262,2684,3157
PU,3.49989071,29.09577414,46.77703097,4.84442623,7.176684882,1428.341257,1500,1494
Aerogel,5.156939891,34.16469945,20.66551913,2.84579235,17.69763206,1339.816667,3515,3093
PU,5.99273224,15.02513661,25.58191257,3.092896175,18.10564663,1354.570765,1185,2173
Aerogel,3.732459016,16.33606557,26.01892532,3.66704918,5.369763206,1450.19918,1098,1342
Aerogel,3.616174863,21.79826958,32.08247723,4.786284153,8.721311475,1501.565301,1746,1975
Aerogel,2.162622951,20.31255009,40.54959927,3.776065574,7.322404372,1525.062568,1136,1408
Si,4.473770492,17.03522769,22.14043716,2.482404372,15.77413479,1467.139071,1666,2277
Aerogel,2.228032787,28.44030965,30.82606557,3.885081967,13.20947177,1408.669126,2164,2234
Si,4.095846995,23.63357013,34.43142077,4.044972678,14.28779599,1315.226503,3593,3600
Aerogel,5.447650273,23.50247723,33.44814208,2.315245902,12.21857924,1394.461475,1808,2049
PU,5.469453552,13.1024408,49.72686703,4.99704918,15.24954463,1471.510656,1206,2011
PU,3.49989071,32.63528233,43.99107468,2.162622951,18.92167577,1457.849454,1899,2243
Aerogel,3.66704918,20.35624772,28.20398907,2.533278689,8.954462659,1476.975137,1128,1495
Aerogel,3.717923497,29.57644809,31.09919854,2.736775956,10.81967213,1323.969672,2322,2264
Aerogel,3.921420765,23.06550091,40.49497268,5.622076503,19.32969035,1496.647268,2957,3178
Aerogel,2.089945355,25.55626594,26.72907104,3.979562842,18.42622951,1420.144536,2295,2507
Aerogel,3.049289618,21.31759563,39.4570674,3.550765027,18.74681239,1468.778415,2076,2555
Si,2.67863388,34.7764663,39.29318761,2.620491803,16.96903461,1567.139071,2522,2727
Aerogel,4.284808743,16.37976321,33.2842623,3.01295082,12.56830601,1552.384973,1244,1832
Aerogel,2.34431694,27.61005465,22.03118397,4.299344262,18.01821494,1296.10082,3274,2878
Aerogel,6,21.53608379,32.24635701,2.642295082,17.43533698,1360.035246,2304,2634
Aerogel,3.550765027,30.01342441,43.00779599,2.591420765,7.409836066,1403.751093,1726,1864
Si,4.401092896,33.46553734,26.94757741,3.579836066,17.37704918,1439.270219,3653,3666
Si,5.447650273,32.98486339,31.59083789,4.357486339,9.595628415,1473.696448,3422,3638
PU,5.811038251,13.32092896,49.78149363,3.521693989,11.40255009,1507.029781,880,1557
PU,5.818306011,29.3142623,35.14156649,5.120601093,15.97814208,1561.67459,2000,2165
Si,2.685901639,20.83692168,21.48491803,2.823989071,10.79052823,1569.324863,1380,1761
Si,3.151038251,30.2756102,39.94870674,4.183060109,16.93989071,1497.193716,3324,3463
Aerogel,4.408360656,14.23857924,35.14156649,4.604590164,5.31147541,1556.210109,1208,1442
Aerogel,2.896666667,35.43193078,44.64659381,3.67431694,11.81056466,1425.062568,2866,2740
PU,4.858961749,17.8654827,36.39797814,5.585737705,10.12021858,1277.521585,1692,1710
Aerogel,5.135136612,19.26380692,37.43588342,3.797868853,16.61930783,1393.915027,2380,2726
Aerogel,5.643879781,17.29741348,44.97435337,5.781967213,17.0856102,1371.510656,3185,3472
Si,5.651147541,20.92431694,45.90300546,2.460601093,4.408014572,1510.30847,1489,1676
Si,3.18010929,14.98143898,32.13710383,4.066775956,12.18943534,1556.756557,1721,2186
Aerogel,3.67431694,13.05874317,20.61089253,3.746994536,7.380692168,1355.663661,1113,1462
PU,3.587103825,13.36462659,40.11258652,4.902568306,13.15118397,1444.188251,923,1685
Aerogel,2.039071038,26.91089253,47.3232969,2.84579235,13.29690346,1496.647268,1686,1950
PU,4.633661202,13.18983607,32.02785064,4.597322404,16.53187614,1349.652732,1211,2057
PU,5.949125683,16.16127505,39.29318761,5.985464481,8.779599271,1389.543443,1300,1554
Aerogel,3.819672131,19.74448087,41.42362477,5.760163934,13.32604736,1435.99153,2508,2704
Si,4.873497268,19.17641166,37.81826958,3.281857924,13.47176685,1456.210109,2185,2575
Aerogel,3.587103825,18.6957377,45.73912568,5.861912568,11.19854281,1310.30847,2951,3082
Aerogel,4.626393443,22.67222222,31.59083789,2.809453552,8.313296904,1369.324863,1643,1834
Si,3.863278689,30.1445173,35.25081967,3.027486339,18.39708561,1510.854918,2810,3063
Si,2.555081967,18.87052823,32.79262295,4.226666667,17.66848816,1372.603552,2747,3086
Aerogel,2.387923497,18.78313297,36.72573771,2.206229508,8.429872495,1348.559836,1117,1406
Aerogel,2.758579235,23.98315118,32.84724955,3.289125683,6.273224044,1386.811202,1366,1575
PU,4.938907104,22.80331512,37.16275046,2.540546448,4.903460838,1332.712842,814,974
Aerogel,2.387923497,26.47391621,47.54180328,5.207814208,11.69398907,1532.166393,2098,2273
Aerogel,2.329781421,12.22848816,24.98102004,2.794918033,11.11111111,1365.499727,929,1554
PU,5.309562842,35.21344262,31.86397086,2.089945355,10.29508197,1457.303006,1291,1436
Si,3.165573771,17.90918033,22.95983607,5.404043716,8.867030965,1539.270219,2032,2336
Aerogel,5.927322404,16.72934426,46.88628415,5.178743169,9.595628415,1550.19918,1902,2292
PU,3.754262295,20.00666667,41.1504918,6,18.86338798,1391.182787,2180,2434
Aerogel,5.418579235,21.53608379,29.07801457,5.912786885,7.49726776,1332.166393,2953,3190
Aerogel,3.252786885,21.1428051,46.94091075,4.401092896,11.89799636,1562.221038,1735,2088
Aerogel,5.265956284,27.47896175,41.09586521,4.66273224,9.449908925,1543.641803,2232,2466
PU,2.722240437,27.87224044,30.27979964,4.00863388,19.12568306,1529.980601,1639,2252
Aerogel,3.856010929,30.75628415,47.21404372,5.67295082,19.00910747,1555.663661,3485,3462
Aerogel,5.033387978,30.84367942,21.53954463,3.652513661,13.53005465,1415.226503,2666,2680
Aerogel,4.233934426,26.12433516,32.41023679,4.626393443,5.806921676,1388.450546,2363,2402
Si,4.51010929,26.64870674,39.56632058,4.088579235,7.409836066,1556.756557,2268,2508
PU,2.278907104,14.23857924,42.13377049,3.383606557,14.08378871,1545.827596,574,1655
Aerogel,2.998415301,20.48734062,37.6543898,5.803770492,18.5136612,1493.368579,2537,2830
PU,4.386557377,28.04703097,38.91080146,5.396775956,8.837887067,1476.428689,1537,1593
Si,5.382240437,29.3142623,33.06575592,3.129234973,9.916211293,1316.865847,3365,3429
PU,2.518743169,12.44697632,30.27979964,4.757213115,14.87067395,1517.958743,621,1757
Aerogel,2.954808743,26.64870674,38.91080146,3.427213115,10.46994536,1279.707377,2492,2455
Aerogel,3.776065574,18.34615665,25.80041894,5.781967213,12.10200364,1277.521585,2845,2945
Si,5.389508197,17.16632058,45.35673953,5.076994536,13.87978142,1433.25929,2999,3387
Aerogel,5.796502732,26.25542805,30.33442623,2.751311475,4.466302368,1457.303006,1572,1571
Aerogel,3.50715847,35.60672131,36.23409836,2.16989071,6.885245902,1356.756557,1923,1969
Aerogel,3.085628415,31.89242259,44.42808743,3.950491803,15.30783242,1503.751093,2556,2642
PU,2.991147541,28.65879781,25.25415301,3.34726776,9.333333333,1562.221038,796,1229
Aerogel,4.67,14.28227687,35.96096539,5.309562842,6.593806922,1493.915027,1503,1809
PU,5.49852459,27.12938069,40.87735883,2.482404372,19.62112933,1449.652732,1843,2347
PU,3.637978142,29.62014572,39.67557377,2.526010929,12.42258652,1367.685519,1513,1647
Aerogel,4.924371585,27.12938069,40.71347905,2.307978142,11.05282332,1511.401366,1584,1923
Aerogel,4.066775956,31.67393443,42.0245173,2.889398907,13.50091075,1414.133607,2479,2560
Aerogel,4.095846995,19.17641166,37.70901639,5.156939891,8.08014572,1317.412295,2336,2512
Aerogel,3.630710383,25.7747541,31.70009108,5.367704918,4.262295082,1414.680055,2032,2201
PU,4.183060109,12.88395264,26.72907104,4.611857924,10.12021858,1467.139071,649,1319
Aerogel,4.00136612,14.76295082,33.99440802,3.405409836,16.09471767,1284.078962,2008,2468
Aerogel,5.469453552,14.4570674,41.31437159,2.126284153,5.4571949,1278.068033,1266,1539
Aerogel,4.653194946,18.02915162,48.59252708,4.732418773,16.93862816,1508.709567,2312,2748
Si,5.459837545,30.15406137,24.88202166,2.096425993,11.01805054,1518.456859,1820,2092
Aerogel,5.459837545,12.39972924,20.2265343,2.226064982,14.54151625,1567.734838,948,1831
Aerogel,3.954584838,16.51353791,40.68902527,3.428826715,14.85920578,1450.225812,1713,2213
Si,2.578971119,16.73005415,22.44601083,3.111931408,4.750902527,1479.46769,1166,1353
PU,3.918574007,27.20944043,48.91732852,4.667599278,5.61732852,1333.258303,1495,1641
Si,4.530758123,12.96267148,39.49808664,2.658194946,11.16245487,1450.225812,1549,2029
PU,5.632689531,23.22554152,49.94586643,2.082021661,13.12635379,1361.417148,1378,1736
