discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,328,164,164,0.5,0.5,113.6902564,135.5559555902439,148.2784757
