sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,MaxT_Adj_pred_given_notp,MaxT_Adj_std_given_notp,CellD_x_Resin
1,boundary,hybrid,11.229052183097142,1.3232593533618733,2.1549617482645393,12.275497178501384,ETI,combo_001,0.5053503,0.4946497,0.9892994,0.25745526,0.7338646060698939,147.4378806869946,1.6974672474814203,0.0,0.26340907439743805,0.9999996729999997,0.8584331748576748,0.577553228260162,0.3535838400745842,0.1534395239346882,147.4378806869946,1.6974672474814203,24.19817792384076
2,boundary,hybrid,12.12524215574908,1.348906323831082,1.4577138655999777,3.454960884794179,ETI,combo_001,0.52546674,0.47453326,0.9490665,0.29560095,0.8425971783289383,142.17042588129243,1.6641350610706578,0.0,0.1385392930601816,0.9999996729999997,0.8297539319933895,0.48212678718927743,0.3687393254896314,0.2381399363012558,142.17042588129243,1.6641350610706578,17.6751336141928
3,boundary,hybrid,13.154371636410982,1.398932311298007,1.4205086603463017,0.7671539203190779,ETI,combo_001,0.51114964,0.48885036,0.9777007,0.2536891,0.7231293673947293,139.79229216911546,1.6535737350841446,0.0,0.06743130295309298,0.9999996729999997,0.8234556677696948,0.43768395040306574,0.30566484819059003,0.16211214334255009,139.79229216911546,1.6535737350841446,18.685898830935553
4,boundary,hybrid,15.205020941265317,1.5144471012957665,2.1195626697434977,6.6092508143523165,ETI,combo_001,0.5114568,0.4885432,0.9770864,0.24166241,0.6888478088716187,138.49328829339518,1.638262639924989,0.0,0.09383041394086425,0.9999996729999997,0.8212355044571714,0.41969131844435664,0.29568698769643875,0.26357920093853043,138.49328829339518,1.638262639924989,32.22799477977411
5,boundary,hybrid,15.289471835468174,1.5294255485745984,1.9459484627979577,29.45716725386811,ETI,combo_001,0.51258695,0.48741305,0.9748261,0.25529304,0.7277013009100033,137.77101941781058,1.6491951179321822,0.0,0.04014746426908823,0.9999996729999997,0.8185859041222217,0.4033415407174387,0.3015950028358759,0.6285715847118322,137.77101941781058,1.6491951179321822,29.75252421522196
6,boundary,hybrid,14.951107140466984,1.53455479222599,2.7754789021147523,1.768178229014917,ETI,combo_001,0.502517,0.49748302,0.99496603,0.19401817,0.553040043983803,138.96860957317836,1.6465188450735375,0.0,0.10149899621312408,0.9999996729999997,0.8147601390212379,0.4280748212023085,0.24373074084624574,0.25716852401058354,138.96860957317836,1.6465188450735375,41.49648243162334
7,boundary,hybrid,15.862743785790121,1.582669651845297,2.832005476065198,5.118737158054126,ETI,combo_001,0.47465023,0.52534974,0.94930047,0.24781422,0.706383266650277,137.55337476920505,1.6688774388129972,0.0,0.11808757266026884,0.9999996729999997,0.8068832896631846,0.4082398825290035,0.31064197523942627,0.46505893457787945,137.55337476920505,1.6688774388129972,44.92337726677681
8,boundary,hybrid,15.773870960391829,1.5743704307832795,2.3995377466697003,29.438051016350848,ETI,combo_001,0.5293809,0.47061908,0.94123816,0.26807582,0.7641380453949954,137.49867601785178,1.6553033553674075,0.0,0.08702401714890368,0.9999996729999997,0.8057608604225839,0.4039385481931863,0.32616140009576633,0.35117961199716297,137.49867601785178,1.6553033553674075,37.84999878055723
9,boundary,hybrid,12.373615144631872,1.3641729680066572,1.748544539068823,5.155412379425997,ETI,combo_001,0.46159658,0.5384034,0.92319316,0.27510917,0.7841862869008698,143.24897437035514,1.646736514886963,0.0,0.05197283761306444,0.9999996729999997,0.79126156849199,0.4898414750155013,0.3263059715909212,0.1325017996982598,143.24897437035514,1.646736514886963,21.635817189685344
10,boundary,hybrid,14.112544020039467,1.5059529208545044,2.3490298715871165,27.738412811367127,ETI,combo_001,0.5209904,0.47900963,0.95801926,0.17349873,0.494550318792525,139.5129475150695,1.633491899113477,0.0,0.09966338575838977,0.9999996729999997,0.7790585805376193,0.4360466720990609,0.21865316537887391,0.3480538996234257,139.5129475150695,1.633491899113477,33.15078746716084
