A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,selected_model_kind,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,tmax_scaled,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,proposed_bucket,proposed_rank
11.453876617504314,0.864747163332028,2.5034861932268684,0.9084665880145164,Si2,Si2,combo_004,gp,0.5081261541359741,0.4918738458640259,0.983747691728052,0.0714306358951384,0.2263696647236136,367.33844259435097,1.5902169656939933,0.5206020966728466,0.0,0.5067835366999157,0.46875,0.7436658522159721,0.47585029048887,0.2741235551758527,hard_case_boundary,11
15.393248947536971,1.0847793274245534,1.3349689625730654,1.759622101789698,Si2,Si2,combo_004,gp,0.5192181937389435,0.4807818062610565,0.961563612522113,0.1314610141359872,0.4198592958251719,422.1641528136024,1.588691372507306,0.7675858782236626,0.0,0.3615038296300125,0.46875,0.7409666071022597,0.6341686627138597,0.3199049054633437,hard_case_boundary,12
8.115621707356203,1.4243929362841603,1.5097108692941263,1.452990671292501,Si3,PU,combo_005,gp,0.4778954574911722,0.5221045425088278,0.9557909149823444,0.1050275848804987,0.3346591917233242,313.3436772904583,1.5133005185589297,0.2773616303775011,0.0,0.4653090380847162,0.46875,0.7379870005287948,0.299301648643024,0.2983386853119263,hard_case_boundary,13
15.987791442758017,1.1362028195706324,1.2323665427925974,1.8378429251082644,Si2,Si2,combo_004,gp,0.4729037973140677,0.5270962026859323,0.9458075946281356,0.1337150531389818,0.4271245036742402,427.3318173176304,1.7707794336963838,0.7908656372251716,0.0,0.3996097188310558,0.46875,0.7375400585058363,0.6593243197662183,0.345835940499867,hard_case_boundary,14
12.114690900514471,0.9339959776869762,2.137696154671356,0.713067285381637,Si2,Si2,combo_004,gp,0.5092214018124075,0.4907785981875925,0.981557196375185,0.0825038211021304,0.2620607028880571,374.8169918269964,1.7320239419239092,0.5542921366669686,0.0,0.4140157243656007,0.46875,0.7358882671330578,0.4940887939991037,0.2864631453004901,hard_case_boundary,15
14.27345146223935,1.0257888889620048,1.528049908427329,1.089858951569188,Si2,Si2,combo_004,gp,0.4954174014432588,0.5045825985567411,0.9908348028865176,0.092565186025892,0.2944904467031989,406.6216271404932,1.5944206680657684,0.6975685131910212,0.0,0.3297981934192904,0.46875,0.7355351693839174,0.5821448148872655,0.271826012449689,hard_case_boundary,16
9.212193428656889,1.1143091656292474,2.7036188065483184,1.6139786329430816,Si3,PU,combo_005,gp,0.4781712644448461,0.5218287355551539,0.9563425288896924,0.1043803696526094,0.3325730906632047,335.57713232918,1.7140782550762363,0.3775208947161383,0.0,0.4424352639171535,0.46875,0.7350858894382847,0.3726932511088712,0.3136637157752012,hard_case_boundary,17
8.815276449832252,1.5083032185063427,1.6277400520572909,1.4947407138716702,A2,Si2,combo_013,gp,0.4984574430071222,0.5015425569928778,0.9969148860142444,0.1443802652040027,0.4615005647378795,322.41553294435494,1.272589739192605,0.3182293401823033,0.0,0.3170083797198411,0.25,0.7346830103034371,0.2845291558241943,0.2643136836523265,hard_case_boundary,18
14.60230725413713,1.1632862628491265,1.196111121664179,2.0686599348066426,Si2,Si2,combo_004,gp,0.4815964820711116,0.5184035179288884,0.9631929641422232,0.1461699726424378,0.4672691412851265,411.65802116745806,1.4222180744963668,0.7202569131622255,0.0,0.239025716072821,0.46875,0.7334315886566765,0.584174330783809,0.3019697767311089,hard_case_boundary,19
15.146792931980151,0.6800827977429637,2.707365799026453,0.5400565902621792,Si3,PU,combo_005,gp,0.4534557506349443,0.5465442493650556,0.9069115012698888,0.1720732101943157,0.5507603339965923,419.2501048520539,1.6293020973382888,0.7544584133484155,0.0,0.4027674399058451,0.46875,0.733344866943068,0.6302319192079711,0.3758512334419192,hard_case_boundary,20
