Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
7,18.47601284,Si1,0.882789006,PU,2.968976736,0.873289721,1,284.0624036,652.555221,-0.004391231,0.045961554,1308.004346,,,16.13491209823602,2.6209800216105643,combo_001,0
8,16.56547682,Si1,0.701700346,Si1,2.418725092,0.818037796,0,277.8356598,288.1031552,-0.003251113,0.052208906,1212.349809,,,13.55118614752189,1.6972202339352818,combo_002,1
10,19.99040212,Si1,1.418939702,PU,1.604743594,1.141434706,0,275.1795747,282.9667974,-0.004397011,0.052093508,1172.799047,,,22.817738766663975,2.2770343970567692,combo_001,1
12,19.35300771,Si1,1.487765651,PU,2.199129229,2.338370608,0,277.8235922,287.2006413,-0.004289575,0.051937453,1172.397121,,,45.25450440546139,3.2717889290163127,combo_001,1
13,18.06215488,Si1,1.195025487,Si1,1.84562664,2.053744109,0,284.7201723,296.8605297,-0.004598751,0.052120232,1203.321083,,,37.09504418064561,2.205570874286174,combo_002,1
16,19.68445308,Si1,1.402237293,Si1,1.586528387,2.032911784,0,283.3394439,301.608093,-0.004470508,0.051991394,1310.310905,,,40.016756627927094,2.2246892706545363,combo_002,1
17,19.85882914,Si1,0.280977651,PU,2.613141404,0.656007532,0,249.3674314,242.7187642,-0.00049,0.052183594,1140.4908,,,13.027541492541083,0.7342343334267619,combo_001,1
8,16.24192967,Si1,1.034719675,PU,2.836829483,2.45307944,1,323.5419706,864.815727,-0.016272828,0.008334863,1244.39636,,,39.84274373940299,2.935323280680178,combo_001,0
4,19.53151999,Si1,1.421791953,Si1,1.303872737,1.548386718,0,314.8494542,337.7797039,-0.00239569,0.052073452,1250.701931,,,30.242346134867493,1.8538357652026856,combo_002,1
7,12.60947937,Si1,0.955207622,Si1,1.664970979,2.21561784,0,275.3740817,304.800602,-0.006427827,0.052217395,1238.45242,,,27.937787445283966,1.590392969549602,combo_002,1
14,18.61331961,Si1,0.953054577,Si1,2.942399654,1.794251168,1,355.4805912,916.2151176,-0.005930379,0.004105647,1281.956442,,,33.39697045059981,2.8042674576079163,combo_002,0
15,16.53604347,Si1,0.881140829,Si1,2.984837611,2.209890412,0,308.2268579,326.2535392,-0.004446762,0.052072069,1262.432552,,,36.542843916768206,2.6300622869869197,combo_002,1
3,19.40517731,Si1,1.105205401,Si1,1.886583522,0.550261852,0,285.5338324,305.9941885,-0.000476,0.051902893,1272.6735,,,10.677928804988978,2.0850622979520024,combo_002,1
4,19.92863376,Si1,1.26376363,PU,2.213804143,0.815428776,0,293.6737106,315.7038077,-0.00342346,0.052120485,1269.381601,,,16.250381434269077,2.7977251598667188,combo_001,1
3,15.09054888,Si1,0.916927263,PU,2.857181421,2.121012123,0,304.1456787,329.8329108,-0.003313024,0.051967961,1259.772358,,,32.00723711720407,2.619827540251981,combo_001,1
5,18.31906862,Si1,1.143386747,PU,2.339437813,1.45480798,0,312.1835621,335.2716201,-0.007630055,0.052231951,1262.497343,,,26.650727214543586,2.6748821908148646,combo_001,1
6,18.20667063,Si1,1.047882156,PU,2.437834939,1.171234734,1,329.8035739,869.4066975,-0.003122117,0.010258385,1279.82367,,,21.324285032353664,2.5545637318514487,combo_001,0
7,19.3416972,Si1,1.418667068,PU,1.377621344,1.534339682,1,329.7072691,606.0896449,-0.003320747,-0.001423177,1250.820143,,,29.676733531188287,1.9543860329066993,combo_001,0
8,18.38515343,Si1,1.097039021,PU,2.359780368,1.222334492,1,326.1591609,885.9367866,-0.004955266,0.007658139,1272.125955,,,22.47280717820111,2.5887711446857398,combo_001,0
13,13.41555865,Si1,0.8364003,PU,2.705917187,1.906784879,1,295.4478588,882.5689959,-0.006851019,0.034255095,1260.110531,,,25.580584377157653,2.263229946981956,combo_001,0
14,19.99598239,Si1,1.073397841,Si1,2.99854804,0.989530002,0,299.892994,319.1548072,-0.003435247,0.052209723,1283.776354,,,19.786624494368667,3.2186349922707818,combo_002,1
