trial_number,seed,score,min_over_groups_min_distance,global_mean_nn_distance,mean_group_min_distance
8,7160,0.6557524071666043,0.7472986249532555,0.44214456566441834,0.7881170530406417
106,46590,0.6293057140342685,0.7009980004741213,0.4620237123412787,0.7578377649330108
45,46590,0.6293057140342685,0.7009980004741213,0.4620237123412787,0.7578377649330108
33,49027,0.6281790491897886,0.7063487496725522,0.4457830813966736,0.7468548322456934
98,44442,0.625583828705852,0.7100408613494402,0.4285174192041466,0.7708588958242322
90,38014,0.6233172704426971,0.6933028008441333,0.4600176995060128,0.76399840945863
103,53404,0.619940489588621,0.6935463119994456,0.4481935706300305,0.7471297132920982
7,92629,0.6177728017997052,0.7032972955216934,0.4182156497817327,0.7457901829203974
75,50690,0.6153313565764653,0.6888728259859651,0.443734594620966,0.7417153686916724
56,57771,0.6146420562725562,0.6767406501602453,0.46974533720128164,0.7424438344946526
13,32098,0.6093434574406542,0.6752377233236959,0.45559017038022354,0.7490726189673536
53,46528,0.6057330124099358,0.6711092080246985,0.45318855597548985,0.7691042551082805
15,43667,0.6036250294508935,0.6782171235635406,0.42957680985471713,0.7169224902866531
5,52023,0.6027700383665066,0.6836140824501221,0.4141339355047369,0.7494724028678392
78,77914,0.6023122023283788,0.690432068345258,0.3966991816223275,0.7459825602040786
52,32744,0.6019376909975738,0.6698745969682642,0.44341824373262956,0.7382965462341096
112,45783,0.601472481864394,0.6823849113072787,0.41267681316432964,0.7482556981923487
67,4744,0.601342288885064,0.6644919803159213,0.4539930088797305,0.7423319413024072
89,55098,0.6005746093301216,0.671465639084942,0.4351622065688741,0.7180169081360839
85,32309,0.5999218157004922,0.6632654184239601,0.4521200760124002,0.7414801574683273
107,52214,0.5998963842622789,0.6657134222286967,0.446323295673971,0.7198007197547469
55,1068,0.5997954258744329,0.6646477992425334,0.4484732213488653,0.7419955793618157
71,41981,0.5970982976401329,0.6561584811878769,0.4592912026953968,0.7302036010219686
74,36161,0.5962721622904934,0.6655110387317714,0.4347147839275118,0.7551819807019654
127,19823,0.5942226103129744,0.6599318701163984,0.440901004104985,0.7379809927819956
14,75190,0.5924635866576121,0.6629992720937224,0.4278803206400216,0.7183938790858375
26,23012,0.5911560459335585,0.6539071754184881,0.4447367438020563,0.7243074222461716
65,46156,0.5910038957485281,0.6530181075782671,0.44630406814580387,0.7246501583843121
88,43189,0.5904284044552127,0.6495003101752107,0.4525939577752175,0.7194074822845778
20,14102,0.5896545665134372,0.6483484175304381,0.45270224747376847,0.7178570802861544
61,46399,0.5885695325926826,0.6483813212883525,0.44900869230278645,0.7447816645286777
68,14255,0.5876577024557956,0.6479459927213063,0.44698502516960426,0.7290551925072088
4,31327,0.587050214278817,0.6447676049410737,0.4523763027335516,0.7209976133332039
84,58328,0.5867624051454717,0.6414720209967025,0.4591066348259333,0.7244926912689617
54,25602,0.5859748577284605,0.6474815376677217,0.44245927120351763,0.7158713222935806
16,16658,0.5853927799581043,0.6557980795919869,0.42111374747904523,0.717674207478323
39,6891,0.5846186093470308,0.64894367713677,0.43452678450430593,0.7405512910882237
80,84674,0.5838717542896092,0.6561473203958361,0.41522876670841324,0.7611389913029896
100,10398,0.5837339871369156,0.6402966704882971,0.45175439265035877,0.7049645304954841
113,40151,0.5831634830449463,0.6479864724454182,0.4319098411105119,0.7453719135898647
51,41582,0.582109260969605,0.6475422102356704,0.42943237934878586,0.7426060297180894
35,68886,0.5819063707158962,0.6485454582955198,0.4264151663634415,0.7256987242046813
