sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,hybrid,9.690208398322598,1.0612904402096601,1.6929198514806667,0.6308873667967878,Si1,PU,combo_001,0.50275385,0.49724615,0.9944923,0.28816345,0.9086292855018965,331.18628506030154,1.4541999950067173,0.0,0.19605008492752274,0.9999998669999999,0.8805137269365221,0.3997476530848028,0.5290527048176017,0.07546957934994429,6.113430060129863,1.7966796544175891
2,boundary,hybrid,8.963911953281773,1.2043457801812254,1.2659787825085522,2.4983989042621735,Si1,PU,combo_001,0.4965311,0.5034689,0.9930622,0.2852169,0.8993357839387928,323.2586912323455,1.1517884325212846,0.0,0.13218553616131776,0.9999998669999999,0.8701260558255519,0.365079248139954,0.5063080343089399,0.14713569163396154,22.395427801981782,1.5246762045131401
3,boundary,hybrid,15.292730526038328,1.0634621537777755,1.1229223270839606,1.5369211636569913,Si1,Si1,combo_002,0.48238522,0.5176148,0.96477044,0.28629738,0.9027436518377543,413.0177291745681,1.6861529777789093,0.0,0.23334126338246963,0.9999998709999999,0.8667009883589825,0.6683516689628334,0.5401892244889877,0.15744612623540064,23.503721195571618,1.1941853964858604
4,boundary,hybrid,9.50114285026301,1.0560438319480272,1.9063011140067685,0.6194089369409129,Si1,PU,combo_001,0.52074957,0.47925043,0.95850086,0.28161082,0.8879621246980165,328.55372131474866,1.4103822132064219,0.0,0.26097751419464676,0.9999998669999999,0.8642769644586618,0.3973787508115167,0.5301220802696367,0.11358613061873987,5.885092792605167,2.013137533282501
5,boundary,hybrid,13.187741507979869,0.883994057609699,1.3941647703430002,2.338258446063363,Si1,Si1,combo_002,0.49893528,0.5010647,0.99787056,0.24771158,0.7810431950304447,398.8283515900634,1.2982968653490359,0.0,0.17170461725972236,0.9999998709999999,0.8602818141839204,0.613003727036454,0.475635655443808,0.13314417054254882,30.83634796553432,1.232433372312003
6,boundary,hybrid,15.878023984557371,0.9641354934592901,1.3257940008657336,0.8308887317710756,Si1,Si1,combo_002,0.5087168,0.49128318,0.98256636,0.2867757,0.9042523066378738,419.8893533421817,2.1348087491269654,0.0,0.07564737381845062,0.9999998709999999,0.8574099019900017,0.6788438338027737,0.5317689367963424,0.06668553190861476,13.192871211559595,1.2782450532500504
7,boundary,hybrid,11.628450628351077,1.1720871997918574,1.1166495897533868,1.127007629375662,Si1,PU,combo_001,0.50020677,0.49979323,0.99958646,0.27702627,0.8735023499184537,361.20687709371305,0.7699291719217806,0.0,0.02830130014107045,0.9999998669999999,0.8568877319348511,0.47293940503654136,0.4691673459240852,0.1553015163165973,13.105352575969873,1.3088106908027735
8,boundary,hybrid,15.416015286568463,0.9465564669694357,1.2459543947237055,0.6661754646468335,Si1,Si1,combo_002,0.4923624,0.5076376,0.9847248,0.26888976,0.84783961478391,414.9532059905397,2.1959738173176575,0.0,0.11444009953729355,0.9999998709999999,0.8551783124173902,0.6674494509896207,0.5198482349863374,0.07222070127426158,10.269771146532435,1.1793661898747125
9,boundary,hybrid,15.790495612042243,0.7040891204097903,2.5695783327899084,1.5782082897301113,Si1,Si1,combo_002,0.51130825,0.48869175,0.9773835,0.21826884,0.6881801342436124,420.79889113330455,1.8995495518036294,0.0,0.24076714502220667,0.9999998709999999,0.8429680218479523,0.6960724957857135,0.473200458959468,0.08948566202417921,24.920691073872014,1.809212148158102
10,boundary,hybrid,12.927496669038794,1.0505160588691635,1.2089234336324752,0.7864659768509905,Si1,PU,combo_001,0.49979562,0.5002044,0.99959123,0.20785254,0.655326896539303,383.11310030829094,1.1541705064271353,0.0,0.1395449895089378,0.9999998669999999,0.838347785740686,0.5579875112011243,0.42208691989394914,0.3516845868432788,10.16703629605352,1.2699934809741646
