bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,47,0.0425531914893617,False
0.2-0.4,0.30000000000000004,29,0.1724137931034483,False
0.4-0.6,0.5,14,0.35714285714285715,True
0.6-0.8,0.7000000000000001,27,0.37037037037037035,False
0.8-1.0,0.9,46,0.021739130434782608,False
