accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8113207547169812,0.7692307692307693,0.8333333333333334,0.8,"[[23, 6], [4, 20]]",1.3641893046356683,1.9804851306666817,0.9979642316699691,29,gp,0,gp_cv
0.9056603773584906,1.0,0.7916666666666666,0.8837209302325582,"[[29, 0], [5, 19]]",1.1783911676280687,1.516700545317472,0.9982750244431339,29,gp,1,gp_cv
0.7692307692307693,0.8,0.6666666666666666,0.7272727272727273,"[[24, 4], [8, 16]]",0.9745236780609717,1.609629637304991,0.9974934907329741,28,gp,2,gp_cv
0.7884615384615384,0.8095238095238095,0.7083333333333334,0.7555555555555555,"[[24, 4], [7, 17]]",1.1631188799089358,1.5063788487388219,0.9985059502745568,28,gp,3,gp_cv
0.7692307692307693,0.6774193548387096,0.9130434782608695,0.7777777777777778,"[[19, 10], [2, 21]]",1.1011938631294145,1.7242884755437953,0.9962594713451047,29,gp,4,gp_cv
0.7924528301886793,0.7407407407407407,0.8333333333333334,0.7843137254901961,"[[22, 7], [4, 20]]",2.0638212555495694,2.6469092738666804,0.9963636699675977,29,mlp,0,mlp_cv
0.9245283018867925,0.9166666666666666,0.9166666666666666,0.9166666666666666,"[[27, 2], [2, 22]]",3.117462850390623,4.050269386676296,0.9876986980608766,29,mlp,1,mlp_cv
0.7115384615384616,0.7142857142857143,0.625,0.6666666666666666,"[[22, 6], [9, 15]]",2.3656374100027864,3.172666895906423,0.9902620767104245,28,mlp,2,mlp_cv
0.8269230769230769,0.8,0.8333333333333334,0.8163265306122449,"[[23, 5], [4, 20]]",1.4451857493024534,1.7668982910283295,0.9979444893310602,28,mlp,3,mlp_cv
0.8461538461538461,0.7586206896551724,0.9565217391304348,0.8461538461538461,"[[22, 7], [1, 22]]",1.9062956084051694,2.225055089361076,0.9937713393404402,29,mlp,4,mlp_cv
