sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,hybrid,15.945537061749317,1.0267331867860874,1.6267685931814682,2.3596316759741187,Si1,Si1,combo_002,0.49762583,0.5023742,0.99525166,0.314295,0.895298076134534,435.323685171071,1.239912152037816,0.0,0.11533922528371325,0.9999998839999998,0.8686752163017295,0.745458199237391,0.5192698317879529,0.03293397128638331,37.625594341322966,1.670257301840729
2,boundary,hybrid,15.79042276385438,0.8340268294162652,2.3057556908704786,0.7870853834822062,Si1,Si1,combo_002,0.48988247,0.51011753,0.97976494,0.28703237,0.8176379830866057,426.5104559856553,1.7456060922025411,0.0,0.2164730789323237,0.9999998839999998,0.8607061886256865,0.7307186800481199,0.5275158007437187,0.08928567990901,12.428410956434483,1.9230621082652153
3,boundary,hybrid,15.225248121068972,1.1282447683937575,1.5637819219224418,1.5525187547998207,Si1,PU,combo_001,0.50120735,0.49879265,0.9975853,0.26364055,0.7510042612018005,422.8052521497993,0.8926031471030854,0.0,0.19884254232629914,0.9999998559999999,0.8590663036147919,0.7063112301284389,0.46738009869378505,0.21217900635364356,23.637483254440312,1.7643287723177303
4,boundary,hybrid,13.542628005821008,0.9646251238597185,1.835068043539474,1.0168291550447233,Si1,Si1,combo_002,0.5090864,0.49091363,0.98182726,0.25801617,0.7349826891329533,401.55261036333616,1.3298420361630205,0.0,0.27282637075813176,0.9999998839999998,0.8567200200624202,0.6448256377386277,0.49038490022442005,0.10021438663596438,13.770538992243981,1.7701527387902765
5,boundary,hybrid,13.830830087197159,1.1281103388037974,1.4590039395125662,0.5205215099118681,Si1,PU,combo_001,0.49276286,0.50723714,0.9855257,0.29355064,0.8362058851344857,402.5373283291701,1.1356154113240506,0.0,0.1274459634514916,0.9999998559999999,0.8555680378415161,0.6314881898495842,0.49622568652608234,0.08545679987599866,7.199244560322359,1.6459174285195963
6,boundary,hybrid,11.621791940329864,0.9753618163409153,2.0306385441127666,1.5647178998735756,Si1,Si1,combo_002,0.5043522,0.4956478,0.9912956,0.24364567,0.6940470007316154,377.07099956056055,0.8927677582302256,0.0,0.22696178825977822,0.9999998839999998,0.850365584743915,0.5501226177517238,0.45166954255826486,0.13812382475290327,18.18482587764059,1.9806072987177
7,boundary,hybrid,11.929410227657954,1.4181166089108697,1.2186912841155861,0.8422823401675814,Si1,Si1,combo_002,0.5102991,0.4897009,0.9794018,0.27769557,0.7910412548922616,363.8361690738889,0.8760337429286091,0.0,0.10585493863048194,0.9999998839999998,0.8423967996707393,0.4918074120011444,0.46678117832467025,0.18932184170362878,10.047931563370822,1.7282463511392283
8,boundary,hybrid,11.467864264568217,1.3459047858471735,1.393179297260106,0.6425604957563263,Si1,PU,combo_001,0.49335533,0.50664467,0.98671067,0.24804981,0.7065926040124881,360.9232795211717,1.091480859830176,0.0,0.15389420419474586,0.9999998559999999,0.8402032597110295,0.4889500136425694,0.45306034672741957,0.12550159994102028,7.3687965471072125,1.8750866837255789
9,boundary,hybrid,8.890321739187034,1.4073477446844116,1.5839113979216572,0.6272113526599382,Si1,PU,combo_001,0.51663053,0.48336947,0.96673894,0.26499584,0.7548649300731246,322.0581997866194,0.9727618577187417,0.0,0.15820298168033184,0.9999998559999999,0.8361102785346018,0.3529014977896594,0.4658463702754637,0.290486578336214,5.576110723617553,2.229114133644978
10,boundary,hybrid,8.619590296383388,1.3844750759426385,1.8806086177886372,0.5050645526237598,Si1,PU,combo_001,0.46206966,0.53793037,0.9241393,0.27271378,0.7768501811566779,318.51139383555585,1.1991952234887293,0.0,0.2772748031036428,0.9999998559999999,0.8292429674471616,0.35506918451572356,0.5004723755302374,0.14572327240854435,4.353449516842977,2.603655758931304
