sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,14.451305780677515,0.9153201621802151,2.5893030330425617,1.3995637215191525,Si1,Si1,combo_002,0.498430536679475,0.501569463320525,0.99686107335895,0.33369231537395844,0.9647134872467116,409.0430636828248,1.3188271301338854,0.0,0.31027653259701726,0.9999999449999999,0.9048996126292017,0.6636025164114033,0.5642701268387653,20.225523299216267,2.3700412721382405
2,boundary,gp,14.608822845859144,0.9187634916871416,2.5732339078414377,1.480165840847151,Si1,Si1,combo_002,0.49220839954588236,0.5077916004541176,0.9844167990917647,0.33837468430485945,0.9783639764249124,411.18524704714804,1.296677199301,0.0,0.2724718368260913,0.9999999449999999,0.8947227441061636,0.6669471024315655,0.5626437476179589,21.62348055142817,2.3641933700961477
3,boundary,gp,9.900176245346543,1.151306174995976,2.1763797648676784,0.646762779565056,Si1,Si1,combo_002,0.5076779745078195,0.4923220254921805,0.984644050984361,0.3201284217710311,0.9251707289605982,339.3560089516936,2.0699879634515255,0.0,0.292480164407042,0.9999999449999999,0.8894300336291823,0.43032823971870315,0.5726303478969565,6.40306550662427,2.5056794624284486
4,boundary,gp,10.09776406583675,1.161073592609159,2.0575038705812587,0.9719385521353632,Si1,Si1,combo_002,0.49035121893812317,0.5096487810618768,0.9807024378762463,0.3043789935939943,0.8792564915166635,344.01119879243345,1.797316693518471,0.0,0.2961432181230888,0.9999999449999999,0.8806646775620599,0.44405402969760066,0.5480821466433773,9.814406185953867,2.3889134108230325
5,boundary,gp,8.708921383258508,1.2178889248450948,2.2023295436862975,0.7244205789717681,Si1,Si1,combo_002,0.5025903374223439,0.49740966257765606,0.9948193251553121,0.28176906266179863,0.8133418611096115,322.47237461571933,2.229596651553422,0.0,0.3037720810413955,0.9999999449999999,0.8801497109541303,0.37515967947774476,0.5404684004600172,6.3089218706797405,2.682192760114693
6,boundary,gp,8.648994565925134,1.2061184206932611,2.4505120060345567,1.1183009769028187,Si1,Si1,combo_002,0.5020295096160545,0.4979704903839455,0.995940980767891,0.2612734581825282,0.7535911171435378,323.02152088517227,1.9993174793270994,0.0,0.34745851475875505,0.9999999449999999,0.877424504747667,0.37923020720111267,0.518484458279461,9.672179072301248,2.955607670608275
7,boundary,gp,9.648561386609202,1.1387431248866617,2.387552948510199,0.5453721574584397,Si1,Si1,combo_002,0.5143026917744926,0.4856973082255074,0.9713946164510148,0.3249510906719039,0.9392302340130422,334.83461024082425,2.1772203072149385,0.0,0.22500822317236416,0.9999999449999999,0.8750528733322864,0.4091146751829484,0.5709806617272551,5.262056739785256,2.718809505418867
8,boundary,gp,8.529271464181699,1.5130404131383466,1.1143740788307994,1.4838031782428631,Si1,Si1,combo_002,0.5091125553570137,0.4908874446429863,0.9817748892859726,0.29124006385446316,0.8409526284786655,310.40384428255635,0.6146275925444954,0.0,0.26455441435029964,0.9999999449999999,0.8715296342141166,0.31463987639830004,0.49078067447998996,12.655760106648964,1.6860930166248171
9,boundary,gp,13.387598058037096,0.9107010547933686,2.653438927169077,1.579153057789946,Si1,Si1,combo_002,0.4979021386872384,0.5020978613127616,0.9958042773744769,0.25598333624191005,0.7381688483374199,396.5783057076446,1.111506487514398,0.0,0.2654823865167601,0.9999999449999999,0.8645778695568136,0.6144840901578736,0.47139635183897066,21.141066409812023,2.416489629802663
10,boundary,gp,10.119149788166746,1.128601712560899,2.21988354459027,0.9374301761165167,Si1,Si1,combo_002,0.5298355791463152,0.4701644208536848,0.9403288417073696,0.3153466328725966,0.9112304011962158,344.3160575951151,1.8341272855509823,0.0,0.30851084058316786,0.9999999449999999,0.863015346157171,0.44668280259801885,0.5623468937143266,9.485996368070566,2.505364370110337
11,boundary,gp,13.58201215354603,0.8918242605349067,2.7293089876508034,0.9483554021355023,Si1,Si1,combo_002,0.4993428807086189,0.5006571192913811,0.9986857614172377,0.25563836586743666,0.7371631577493776,396.56611435301244,1.3513510508466593,0.0,0.22397142876249063,0.9999999449999999,0.8608488518603807,0.6125600641879697,0.4727585569478956,12.880574597685424,2.4340639696829527
12,boundary,gp,10.506182042869538,1.0555471560135798,2.5492432821596642,1.2383448947801206,Si1,Si1,combo_002,0.5054055462144298,0.4945944537855702,0.9891889075711404,0.28859239962558264,0.8332339048075497,351.4434289154836,1.2758310421055248,0.0,0.1500637637676788,0.9999999449999999,0.86018560859384,0.449960165451986,0.49279683122560947,13.01027689641807,2.6908464964703573
13,boundary,gp,10.423457703822491,1.1895137115142211,1.853287317411906,0.5517712484239005,Si1,Si1,combo_002,0.49418334698051325,0.5058166530194868,0.9883666939610265,0.2715709824012614,0.7836114433896009,346.3022666458609,1.9446359500422776,0.0,0.20159771462374548,0.9999999449999999,0.8588236010172783,0.44383739299929326,0.5053020411726952,5.751364270131859,2.204510675436871
14,boundary,gp,12.032633489062608,0.993864099342632,2.429992263149361,0.6681722865310139,Si1,Si1,combo_002,0.49710339914021606,0.5028966008597839,0.9942067982804321,0.24895317310807083,0.717673845232017,372.829276342037,1.651501562791358,0.0,0.2509616288201023,0.9999999449999999,0.8587017224237228,0.5368262281442271,0.47992329416462487,8.039872231376615,2.4150820720245036
