discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,35,12,23,0.34285714285714286,0.6571428571428571,260.6085904,360.1916358333333,401.6741619
combo_002,Si1,Si1,44,18,26,0.4090909090909091,0.5909090909090909,282.2767013,358.7653005444445,411.9133026
