segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,67,0.5373134328358209,0.5,0.5373134328358209,0.4626865671641791
Non-boundary,359,0.83008356545961,0.86,0.8087774294670846,0.16991643454038996
Overall,426,0.784037558685446,0.7903225806451613,0.7616580310880829,0.215962441314554
