segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,18,0.5555555555555556,0.5,0.3333333333333333,0.4444444444444444
Non-boundary,140,0.9714285714285714,0.963855421686747,0.975609756097561,0.02857142857142857
Overall,158,0.9240506329113924,0.9425287356321839,0.9318181818181818,0.0759493670886076
