discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,208,121,87,0.5817307692307693,0.4182692307692308,284.0430047,365.2253909966943,432.8030357
combo_002,Si1,Si1,177,93,84,0.5254237288135594,0.4745762711864407,290.2857717,372.75856318387105,434.7637791
