accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.7792207792207793,0.7647058823529411,0.7428571428571429,0.7536231884057971,"[[34, 8], [9, 26]]",1.2857565774721191,1.9218899648801318,0.9978906179159358,42,gp,0,gp_cv
0.7402597402597403,0.7058823529411765,0.7058823529411765,0.7058823529411765,"[[33, 10], [10, 24]]",1.2053142620370108,1.5606319929951493,0.9981992854703235,43,gp,1,gp_cv
0.7662337662337663,0.7666666666666667,0.6764705882352942,0.71875,"[[36, 7], [11, 23]]",1.2720218514770452,1.820536380663954,0.9973320342171419,43,gp,2,gp_cv
0.7532467532467533,0.8,0.5882352941176471,0.6779661016949152,"[[38, 5], [14, 20]]",1.0344637948837387,1.5085379159125811,0.9986568203468658,43,gp,3,gp_cv
0.8051948051948052,0.8275862068965517,0.7058823529411765,0.7619047619047619,"[[38, 5], [10, 24]]",0.9492565739045657,1.2747962646440658,0.9990472908766966,43,gp,4,gp_cv
0.8311688311688312,0.8055555555555556,0.8285714285714286,0.8169014084507042,"[[35, 7], [6, 29]]",3.4236599766090037,4.83865075132381,0.9866295271199882,42,mlp,0,mlp_cv
0.7662337662337663,0.7105263157894737,0.7941176470588235,0.75,"[[32, 11], [7, 27]]",2.7289368475654054,3.5469690051929885,0.9906983789067754,43,mlp,1,mlp_cv
0.6493506493506493,0.5777777777777777,0.7647058823529411,0.6582278481012658,"[[24, 19], [8, 26]]",2.503233568459302,3.2523369365989474,0.9914852364163779,43,mlp,2,mlp_cv
0.8051948051948052,0.7567567567567568,0.8235294117647058,0.7887323943661971,"[[34, 9], [6, 28]]",1.8523192327761655,2.6231053485447067,0.9959388118554674,43,mlp,3,mlp_cv
0.8311688311688312,0.8387096774193549,0.7647058823529411,0.8,"[[38, 5], [8, 26]]",1.94841504848292,2.438370830912363,0.996514394208976,43,mlp,4,mlp_cv
