sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,10.420707006045175,1.5196865320902941,1.1954533478051441,1.7178958846664107,Si1,PU,combo_001,0.5043269612589469,0.49567303874105306,0.9913460774821061,0.25255133154954057,0.7830845646753247,346.16172379271467,1.3676478547837985,0.0,0.28318368153753093,0.9999999559999999,0.870919514589187,0.4379827905741899,0.5012920836412318,17.90168968099944,1.8167143524017317
2,boundary,gp,8.05542421767856,1.4673197368938586,1.5874442272540779,1.2706414056183275,Si1,PU,combo_001,0.4910856366526417,0.5089143633473583,0.9821712733052834,0.21564632219406332,0.6652709304554072,308.6026255671415,2.316497472821698,0.0,0.45977727315908373,0.9999999559999999,0.8703041439027379,0.3432921553445377,0.5292648961907052,10.235555550803001,2.329288245868128
3,boundary,gp,13.591995248114383,1.2420467145998626,1.510642952121212,1.1420462232943371,Si1,PU,combo_001,0.5038658828896887,0.4961341171103113,0.9922682342206226,0.245007694272198,0.7590026490112478,397.2422403854264,1.1517423049968778,0.0,0.2857664097230808,0.9999999559999999,0.8681852083426504,0.6048594872713446,0.4835304505404702,15.522686840143608,1.8762891156155888
4,boundary,gp,12.25625116689723,1.2156517686939203,1.7359234665799104,1.5222055725212278,Si1,PU,combo_001,0.5019022796739963,0.49809772032600375,0.9961954406520075,0.22872472357438148,0.7070217394461489,381.9295620488641,1.0982522079615935,0.0,0.30938782468779374,0.9999999559999999,0.8657364901425606,0.5557529292708479,0.4664721449548703,18.656533824470763,2.1102784324651496
5,boundary,gp,9.093542353248491,1.621408865896217,1.1170461027781937,1.8322657271129748,Si1,PU,combo_001,0.49417339921355996,0.50582660078644,0.9883467984271199,0.22582004088571006,0.6977489813630441,320.5010425309562,1.7429360190554082,0.0,0.3521516019271192,0.9999999559999999,0.8651280159043007,0.36460982269533593,0.4986658191011732,16.66178599190748,1.81118845465938
6,boundary,gp,9.3661074101967,1.5096856642707364,1.3047387464991116,2.2555866883878437,Si1,PU,combo_001,0.49700489190827923,0.5029951080917208,0.9940097838165585,0.25736398048343373,0.7984482150585325,332.3092330704735,1.4623428349575387,0.0,0.1952459775269913,0.9999999559999999,0.8635969101543235,0.38446880836600533,0.497742007011616,21.126067196450418,1.9697453812082792
7,boundary,gp,8.444111575305453,1.636686375211285,1.1323310855914552,1.930296285244786,Si1,PU,combo_001,0.5054548139773534,0.49454518602264663,0.9890903720452933,0.21087718761940039,0.6500461930515264,310.0094270719077,1.941419190289727,0.0,0.383619281136643,0.9999999559999999,0.8624271530596004,0.3355169298949246,0.49562598690661114,16.299637206004615,1.8532708600157382
8,boundary,gp,12.511541885659785,1.152059490064758,1.9068644083205748,1.5613079503787135,Si1,PU,combo_001,0.5022929330809438,0.4977070669190562,0.9954141338381124,0.22430562605167895,0.6929144421384312,387.6254310452388,1.1285767659307164,0.0,0.29652124190015994,0.9999999559999999,0.8615150286867119,0.5737452591525266,0.46096985777573596,19.534369817576902,2.196821237872438
9,boundary,gp,14.597177977683621,1.171814396862313,1.6024172097935294,0.6759069467318684,Si1,PU,combo_001,0.4997770429249106,0.5002229570750893,0.9995540858498212,0.21665289828022313,0.6684842716494732,409.60286902054094,1.4384837598644553,0.0,0.279367583791487,0.9999999559999999,0.8581266831514791,0.6488989472918028,0.4637986986038793,9.866333997797806,1.877735556215995
10,boundary,gp,10.343990268069966,1.5613962748572259,1.1305140593833485,1.5823965356113014,Si1,PU,combo_001,0.4962665502495911,0.5037334497504089,0.9925331004991822,0.23597514103276204,0.7301675953963677,342.38595180932236,1.5535915168314391,0.0,0.23297109227607782,0.9999999559999999,0.8572861427616685,0.42283197603749223,0.48361070147822094,16.36829436459093,1.765180440994881
