discrete_combination_id,group_min_distance
1,0.8686223663449557
2,0.8687873008240145
3,0.9018798675543329
4,0.8876268925657196
5,0.8525542184151761
6,0.7246336789457426
7,0.7837680577896613
8,0.7646272553041958
9,0.7402134695066029
10,0.8671771986620616
11,0.7418155477764096
12,0.8343173949526773
13,0.8092274287679072
14,0.6777915653946445
15,0.7756926888910984
16,0.717169944539248
17,0.7354607472229059
18,0.7208539413983901
19,0.8521526567144115
20,0.8351276907898424
21,0.8549861130478789
22,0.7689101272713718
23,0.8363571105904406
24,0.6681021518592655
25,0.867718335496977
26,0.7289238426044711
27,0.8135954986927395
28,0.7350568177732709
29,0.7350156713670869
30,0.8589532846831043
31,0.73679725014076
32,0.8824744088294454
33,0.6744331349733629
34,0.8160581886936998
35,0.8265919952893078
36,0.8268513782969587
37,0.9023498898791125
38,0.926052172867249
39,0.8829156196346624
40,0.7106435381295082
41,0.725315839872589
42,0.6760707403603002
43,0.6999846873971834
44,0.6854846221613796
45,0.6937659629268393
46,0.8426394346961076
47,0.8830176242664108
48,0.7023569427219827
