trial_number,seed,score,min_over_groups_min_distance,global_mean_nn_distance,mean_group_min_distance
66,23435,0.6456073102926512,0.7321382118628416,0.4437018732955402,0.7811591764741594
180,28554,0.6284173240599702,0.703276301373133,0.45374637699592363,0.7699236362915309
59,3015,0.6222241724933012,0.7019902598035361,0.436103302102753,0.7487609355148539
184,22261,0.6180236430741242,0.6904753184352098,0.4489697338982575,0.7330016815723104
6,5162,0.6136353556254968,0.6853830730310084,0.4462240150126363,0.7552804557372665
161,2015,0.6125457655181064,0.6799372079605638,0.4552990664857056,0.7719994581278946
70,27028,0.6104279605416112,0.6774929562115708,0.4539429706450389,0.7534831279802553
175,14049,0.6093008178008369,0.6775311987252685,0.45009659564383014,0.7413664501137761
54,9423,0.6086464736946686,0.6865011212531577,0.4269856293915279,0.7471104356524626
19,341,0.6049691307340372,0.6754391867362477,0.4405390000622131,0.7699971588786122
156,31222,0.6045457862908112,0.6754548906219592,0.439091209518133,0.738380576956184
11,721,0.6043150292652822,0.6748232279686637,0.43979589895739235,0.7252092575957871
143,28186,0.6029431381916245,0.664007340177937,0.46046000022356176,0.6951134077176483
90,16074,0.6003774024568538,0.6623795238957302,0.4557057857661425,0.7642825412745886
96,20980,0.6003274311764064,0.6622726629768134,0.45578855697545695,0.7271609606986651
39,13234,0.6000490756097722,0.668229913099628,0.44096045480010865,0.7287361897271052
145,24345,0.59811272491086,0.6620093989881256,0.44902048539724054,0.7476071290209272
99,12671,0.5976437837471132,0.6683129741938824,0.4327490060379855,0.7237994033724442
44,9613,0.5967375694416417,0.662072432072607,0.44428955663605596,0.7335632280600847
25,19099,0.5967370662758564,0.6519210026264457,0.4679745481244818,0.7594648802061592
174,14660,0.5961725897912363,0.657686330000181,0.4526405293036989,0.7108732613040731
117,19556,0.5945882857236551,0.6537363993590337,0.45657602057443836,0.7345109287532103
123,26499,0.5935216149547216,0.6670930388131507,0.42185495928505384,0.7294728987417061
27,46434,0.5924303710147347,0.6585414918755376,0.438171089006195,0.7174460662572382
108,10502,0.5912596932172405,0.6478859101701687,0.45913185366040804,0.7197294427423608
32,20129,0.5911780921268188,0.6519283056592023,0.449427593884591,0.7506045406964283
34,15986,0.590895545703813,0.6524775715267146,0.44720415211704284,0.7373848950127746
15,20035,0.5903650975443967,0.6482648618690753,0.45526564745348025,0.7403230466976038
173,31147,0.5896563620958525,0.6475223856909991,0.45463564037384396,0.7269315105721507
157,42050,0.589649302845569,0.6540903115872645,0.43928694911494653,0.7380618991041298
41,5400,0.5896104745109781,0.6478789515612774,0.45365069472694663,0.7521483417727809
29,68395,0.5888888453428819,0.6565556272273834,0.4309996876123785,0.7466335392433998
