segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,28,0.42857142857142855,0.5384615384615384,0.4666666666666667,0.5714285714285714
Non-boundary,196,0.8826530612244898,0.8723404255319149,0.8770053475935828,0.11734693877551021
Overall,224,0.8258928571428571,0.8317757009345794,0.8202764976958525,0.17410714285714285
