bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,75,0.08,False
0.2-0.4,0.30000000000000004,28,0.21428571428571427,False
0.4-0.6,0.5,28,0.5714285714285714,True
0.6-0.8,0.7000000000000001,19,0.3684210526315789,False
0.8-1.0,0.9,74,0.05405405405405406,False
