TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,Eval#,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,oof_tmax_pred,oof_MaxT_TB_Top_pred,oof_MaxT_TB_Btm_pred,oof_MaxT_Adj_Y_pred,oof_MaxT_Adj_Z_pred,oof_Max_Power_pred,oof_Time_MaxT_pred
0,0,0,False,1.0197400215905539e-11,0.9999999999898026,False,0.4999999999898026,0.23640782892788156,2_2_1_0,13.62064854,2.233007376,1.893774292,3.453895132,ETI,combo_001,1,123.7814469,114.8687825,121.4281739,166.9135213,-0.173679459,0.112040882,847.8564214,312.7,140.1,Initial,25.794434045419333,123.37355257284709,114.87432733584747,121.90682893150137,-0.38987286775725327,0.11254896576653026,840.2759691379388,314.90243570582413
1,1,1,False,0.9999917149543762,8.285045623779297e-06,False,0.4999917149543762,0.26671276818730405,3_0_2_1,15.4212917,1.059793309,2.327644861,12.72983229,ETI,combo_001,2,115.9605143,99.130613,113.9749824,544.9556682,-0.214512458,0.092946689,2056.781355,117.000001,81.5,,35.89529037548695,159.0443102166313,136.56024414837168,146.65427930652874,-0.29658826085001916,0.11986672926566014,1938.9385888093618,251.67206500707894
1,1,1,False,0.9884899258613586,0.011510074138641357,False,0.48848992586135864,0.17731562284217728,3_0_0_1,14.69924287,1.403003879,1.409897549,12.63060293,ETI,combo_001,3,125.5401894,112.6551433,121.0941455,718.0871019,-0.177063498,0.105172378,1497.836541,185.300001,95.1,,20.72442649456873,141.07374007995014,130.91181166021659,133.46908741943153,-0.24112358430011266,0.11538120368460626,1502.8484514522368,242.0600094037909
1,1,1,False,0.8636180758476257,0.13638192415237427,False,0.36361807584762573,0.16508913188701602,2_0_2_0,13.11039268,1.394320747,2.213860506,0.822784095,ETI,combo_001,4,128.9743768,116.486459,127.1904038,592.1842414,-0.490351437,0.107866163,1498.568107,202.500001,90.4,,29.024580572403497,144.0199139321993,130.88970071258507,138.02172987686484,-0.3102010868612768,0.11172756443588122,1491.3814395070692,250.98519869922507
0,0,0,False,0.00017094436043407768,0.9998290556395659,False,0.4998290556395659,0.2535921713239621,0_1_3_0,11.12368179,1.794243017,2.632029304,5.731029041,ETI,combo_001,5,130.0436429,120.3971253,129.3444118,182.1881694,-0.501700525,0.107203005,1084.736004,270.2,111.4,,29.27785643965117,130.81400174372067,121.85447116864492,129.85152183341074,-0.5004383093579012,0.10693634365300517,1089.1884516142165,278.17206119331
0,0,0,False,8.506951587605727e-08,0.9999999149304841,False,0.4999999149304841,0.2356921467806825,1_3_1_3,12.12531974,2.726928024,1.762602773,25.79994151,ETI,combo_001,6,116.0698585,107.8407264,111.426216,145.5462318,-0.488265863,0.115023343,603.9073195,372.1,125.7,,21.37212219723564,116.67232151586046,108.36628556450272,112.22654138913938,-0.4411665125396011,0.11463271348592742,607.0685091471836,369.59189542793445
0,0,0,False,6.586108880490826e-10,0.9999999993413891,False,0.4999999993413891,0.2088362639444847,1_2_2_1,11.74369257,2.056341711,2.370376654,9.976600272,ETI,combo_001,7,125.4561819,115.1769443,123.6119816,171.1489608,-0.495937611,0.108404274,917.3473561,293.7,125.3,,27.836974699681264,126.024373627041,116.25755014963873,124.5182538165476,-0.4738501938494131,0.10824930030216898,911.6769023165991,296.14106707260896
1,1,1,False,0.9999933242797852,6.67572021484375e-06,False,0.49999332427978516,0.14558246541680245,2_0_2_0,14.40380371,1.11969452,2.23841178,3.197426084,ETI,combo_001,8,116.8034285,99.1699396,114.1953321,541.7288928,-0.210051338,0.096010988,1934.580784,120.300001,81.0,,32.2416439012717,156.58958897163433,135.91597363114025,144.58424726166112,-0.2676685697577764,0.11767617015179688,1844.1974394836743,240.54045088136314
0,0,0,False,0.040249377489089966,0.95975062251091,False,0.45975062251091003,0.19606540774681339,1_0_1_2,11.72224902,1.437487493,1.970342224,19.34435109,ETI,combo_001,9,138.0473719,128.5805146,133.5062113,201.9928467,-0.509820703,0.111201797,1418.838351,239.5,90.1,,23.09684220434862,140.67536183981554,129.61019630391314,135.5589117971006,-0.4334729882562659,0.11071954975018454,1406.841817962474,251.12000904245923
1,1,1,False,0.9997705221176147,0.0002294778823852539,False,0.49977052211761475,0.20453416615406061,3_0_1_0,14.92665386,1.303068539,1.676088367,1.535872215,ETI,combo_001,10,118.7418755,102.782789,114.8147597,827.7120641,-0.189193703,0.100010609,1629.621841,149.100001,90.6,,25.018390892981646,146.61616202023134,132.8663029136205,137.46959487868952,-0.25830051775568724,0.11679584150977013,1613.1318585723072,237.8831828990883
