sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse
1,boundary,gp,8.591614722842948,2.0238022150697033,1.1233207971335746,1.5134514146864377,Si3,Si3,combo_006,0.5070808058581839,0.49291919414181606,0.9858383882836321,0.0,0.0,294.28472500326416,3.80091582379109,0.0,0.8728415409040734,0.9375,0.9179960258889498,0.3229885218651536,0.5319314156880512
2,boundary,gp,8.337548104310764,2.156757981776745,1.2132699621301322,0.7170815076167287,A2,Si1,combo_012,0.49618661401755926,0.5038133859824407,0.9923732280351185,0.0,0.0,283.43343912558527,4.561690805266437,0.0,0.8002287397079523,0.9375,0.9153091335953781,0.31094653033148306,0.526417097851162
3,boundary,gp,8.92689310438021,1.9956142000260164,1.1751245344617796,1.139738454762829,Si3,Si3,combo_006,0.5080767729922044,0.49192322700779556,0.9838464540155911,0.0,0.0,297.17363068038685,3.798454624120738,0.0,0.8476100056457307,0.9375,0.9140785183754869,0.32522717753875774,0.5230359988993336
4,boundary,gp,8.097185547101239,2.332162680994011,1.1295087568856397,0.9460024179494924,Si3,PU,combo_005,0.5054436295434748,0.49455637045652523,0.9891127409130505,0.0,0.0,272.2566759363191,4.858433729467806,0.0,0.8073424249443558,0.9375,0.9137381611335709,0.29824384138025717,0.5366690152254008
5,boundary,gp,8.599737093915016,1.83781432221558,1.7511735316207189,0.6521776596633521,Si2,Si2,combo_004,0.5001521193492369,0.49984788065076313,0.9996957613015263,0.0,0.0,284.43848157042527,2.7754517932222726,0.0,0.7123575620658873,0.9375,0.9116477891176571,0.272681634408687,0.4489381902571699
6,boundary,gp,9.246745688903498,1.8511393244333478,1.166717047532497,1.904530918718495,A2,Si2,combo_013,0.49985562410268064,0.5001443758973194,0.9997112482053613,0.0,0.0,316.6734658628075,2.8351444159989234,0.0,0.7097203551354169,0.9375,0.9113949092572946,0.32707098376328453,0.44957659259850136
7,boundary,gp,10.2410526690349,1.750711677308514,1.3709532114093679,0.530318191579103,Si3,Si3,combo_006,0.5020434637061895,0.49795653629381054,0.9959130725876211,0.0,0.0,320.45054190754774,3.6401009704193803,0.0,0.7303879435440958,0.9375,0.9108029451657442,0.34945688137230063,0.47786610171004107
8,boundary,gp,10.26917361896449,1.1882251388661367,2.9851643071042355,0.7034282285571847,A2,Si2,combo_013,0.503866328760437,0.496133671239563,0.992267342479126,0.0,0.0,339.2448952179319,2.515189036682381,0.0,0.695506953468019,0.9375,0.90476283508219,0.357610128582119,0.43623258885090926
9,boundary,gp,11.455196225047517,1.487007644811451,1.1973505506741215,2.411954342395184,Si3,Si3,combo_006,0.5061922159176149,0.4938077840823851,0.9876155681647703,0.0,0.0,364.39431949322,3.0026344799223303,0.0,0.6936297353365759,0.9375,0.9013188712489968,0.4077503842968613,0.44832603906684143
10,boundary,gp,11.418022265645678,1.2846413104072445,1.30565660678363,1.9444808219764642,Si2,Si2,combo_004,0.5043346282653882,0.4956653717346118,0.9913307434692236,0.0,0.0,363.346458475484,2.50599239008977,0.0,0.659971279511741,0.9375,0.9005536483796305,0.3939810787756153,0.42355453937401155
11,boundary,gp,10.776700991337446,1.5295932672523902,1.4023417920184424,1.9806708840601155,A2,Si3,combo_014,0.5011341641838949,0.4988658358161051,0.9977316716322102,0.0,0.0,351.46879809070697,2.025072582471896,0.0,0.6142314597295082,0.9375,0.9004603161154979,0.3612660590471281,0.3949658218404346
12,boundary,gp,12.147611134546693,1.155139592051356,1.2089907527499408,0.5621561160726319,A1,Si3,combo_010,0.49925232401488184,0.5007476759851182,0.9985046480297637,0.0,0.0,368.9183577460065,2.4714587640684162,0.0,0.5946619845508679,0.9375,0.8990444520759213,0.3961149263661288,0.39979296414487486
13,boundary,gp,15.068352667799324,0.6614334431272508,1.3039490869989063,1.0679084024853704,Si1,Si1,combo_002,0.49769275288219017,0.5023072471178098,0.9953855057643803,0.0,0.0,437.3950925671156,3.2228210113885556,0.0,0.6016239737258391,0.9375,0.8975572514076501,0.5238019129435381,0.4218836069809968
14,boundary,gp,15.029565940688538,0.8728000799249932,1.1733326986606676,1.353742745373724,Si3,Si3,combo_006,0.4986367017522384,0.5013632982477616,0.9972734035044768,0.0,0.0,441.41359065547977,2.702367938178901,0.0,0.5809726475531578,0.9375,0.8968136472084495,0.5193442872242227,0.4010417608906348
15,boundary,gp,12.246430563666731,0.5667101800248104,2.8729595909358343,1.0530720396738715,A1,Si2,combo_009,0.49894034798960885,0.5010596520103912,0.9978806959792177,0.0,0.0,382.7447880278523,1.852462594443195,0.0,0.56112214648368,0.9375,0.8952537018338204,0.404962222008996,0.37186247310624343
16,boundary,gp,13.03176509654682,1.2496556637875975,1.1932815981894311,1.514646853812353,A2,Si3,combo_014,0.4968206269124771,0.5031793730875229,0.9936412538249542,0.0,0.0,397.52370692442537,1.925990038189013,0.0,0.5880431232396766,0.9375,0.8949781900014355,0.4335163190508438,0.38320812754077577
17,boundary,gp,13.169357426373221,1.0806382615315822,1.491010794782428,1.253103108683403,Si3,Si3,combo_006,0.4957485883581665,0.5042514116418335,0.991497176716333,0.0,0.0,399.64163906281215,2.1382289861994086,0.0,0.5985889731856567,0.9375,0.8945319210199987,0.44179450517767554,0.39245086859017786
18,notp_high_tmax,gp,15.965878843839928,0.44354023888503114,1.594041127654879,0.6215864958396246,A1,Si3,combo_010,0.2502100511337062,0.7497899488662938,0.5004201022674124,0.0,0.0,456.3870839417822,2.439253846795626,0.9985996591086254,0.5740000720742424,0.9375,0.548319078794613,0.8385420125768723,0.3917188865689721
19,notp_high_tmax,gp,13.97408304707529,0.9183811928890847,1.6208031009784614,2.288697424390879,Si1,Si1,combo_002,0.2486127236375637,0.7513872763624363,0.4972254472751274,0.0,0.0,413.5739743514695,2.1150498450003643,0.9907514909170914,0.4870863461987706,0.9375,0.5373914477124662,0.7506372624516046,0.3528186349393875
20,notp_high_tmax,gp,13.866403863991707,1.252190185144562,1.607519868528177,2.2472711748579535,A2,PU,combo_011,0.24953550155134963,0.7504644984486504,0.49907100310269925,0.0,0.0,410.0557373520423,1.8522035230954035,0.9969033436756641,0.5723808615786933,0.9375,0.5472127883297588,0.7505772129454524,0.37579624666567457
21,notp_high_tmax,gp,11.938445549867236,0.9410884474345625,2.7814668784495797,0.5133725143867587,A1,Si3,combo_010,0.2523927751065571,0.7476072248934429,0.5047855502131142,0.0,0.0,357.5576490407037,2.305677063245763,0.984048165956286,0.649764599735101,0.9375,0.55895134512269,0.6750539123218906,0.4147424029981398
22,notp_high_tmax,gp,11.8077084953266,1.2364555099906114,2.2478780193490877,0.7803067489938297,A2,Si3,combo_014,0.25322352734355036,0.7467764726564496,0.5064470546871007,0.0,0.0,366.19845610967343,1.744559345088436,0.9785098177096643,0.5673634851716798,0.9375,0.5518742867981384,0.6697383385993316,0.37122443531133953
23,notp_high_tmax,gp,9.768685083685135,2.2506011481928994,1.1529364761935978,2.3859371799586393,A2,PU,combo_011,0.2555974985913281,0.7444025014086719,0.5111949971826562,0.0,0.0,311.67609053821724,3.3282526248755717,0.9626833427244795,0.7702568046165649,0.9375,0.5754871784895157,0.6222172361512751,0.4836629516927034
24,notp_high_tmax,gp,9.47980374342168,1.797264192548631,1.205078579912172,2.037680016083846,A1,Si2,combo_009,0.24929505586311507,0.7507049441368849,0.49859011172623013,0.0,0.0,311.85835099389243,2.7598673854346147,0.9953003724207671,0.7337506007253579,0.9375,0.5630131382808969,0.6187430676078519,0.4560181007285829
25,notp_high_tmax,gp,8.492739703199526,1.0768004404045906,2.894378141476187,2.491519050402434,A1,Si3,combo_010,0.24801863770625232,0.7519813622937477,0.49603727541250464,0.0,0.0,317.69912419938197,2.423313018520519,0.9867909180416822,0.6124598414261485,0.9375,0.5490970769313681,0.6079063254525154,0.4047628296243524
26,uncertainty_sparse,gp,8.054073812428292,2.4295861478563485,1.1877999725996875,1.0561788822214582,Si3,Si3,combo_006,0.36008443784055544,0.6399155621594446,0.7201688756811109,0.0,0.0,266.3060808669812,4.627859815836676,0.2661037477296305,1.0,0.9375,0.7447432129767776,0.3834230342365097,0.5980678714600784
27,uncertainty_sparse,gp,8.088317853178221,2.092394067859953,1.1757747731989796,0.6337727982780584,Si1,Si1,combo_002,0.4467101145454535,0.5532898854545465,0.893420229090907,0.0,0.0,267.73867979504115,5.205078967448396,0.0,0.9357571555490022,0.9375,0.859594875918535,0.30961611145611306,0.5906816307799184
28,random_check,gp,8.464429441433898,0.26655356762064786,2.515364023178747,1.3089174459154789,A1,PU,combo_007,0.9979448170493015,0.0020551829506985086,0.004110365901397017,0.0,0.0,351.18510872274703,3.8668173834059263,0.0,0.4653700430326205,0.9375,0.19003926043423996,0.37802536296977074,0.3910402280242291
