sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,15.545318751173507,1.4503850135196303,1.2123178572051483,1.291704881837939,Si1,Si1,combo_002,0.4954314007120644,0.5045685992879356,0.9908628014241287,0.0,0.0,278.0670670963706,7.944186564223056,0.0,0.7175633737437835,0.9999999709999999,0.8124002608484172,0.48770817781502057,0.4180578993480381,20.079964120617674,1.7583276517125783
2,boundary,gp,15.546447726334545,1.4530998595866405,1.2033605999607495,1.3952430373284135,Si1,PU,combo_001,0.4961454206968554,0.5038545793031446,0.9922908413937108,0.0,0.0,277.8695326310077,8.781893066664214,0.0,0.6848609882045567,0.9999999709999999,0.8090645925853014,0.48793119659087586,0.4308178656740245,21.691072945358417,1.7486031188350606
3,boundary,gp,14.162007751917946,1.4887841423857826,1.1577771621000572,1.4204518506326653,Si1,PU,combo_001,0.49445850328178054,0.5055414967182195,0.9889170065635611,0.0,0.0,280.53676570319533,6.05387236400408,0.0,0.6453322739812989,0.9999999709999999,0.8019837144110006,0.48852460357007915,0.3673608088111133,20.116450119885997,1.723680279350979
4,boundary,gp,8.086292454496425,1.3082195494225954,1.4673278053073715,0.6703585463948702,Si1,Si1,combo_002,0.5068924556403491,0.4931075443596509,0.9862150887193017,0.0,0.0,300.36948173526423,9.898284656239944,0.0,0.617652559157302,0.9999999709999999,0.7968224657262788,0.6649408802839667,0.44427875988725785,5.42071525552003,1.9195869203144553
5,boundary,gp,12.852899856896187,1.4858698731742126,1.1694367264230754,0.6195921052231108,Si1,Si1,combo_002,0.5035435607394625,0.4964564392605375,0.992912878521075,0.0,0.0,278.0276408544495,6.3715717812448345,0.0,0.5854214795126799,0.9999999709999999,0.7966975966174105,0.4647087221771146,0.3650737475094201,7.963555280556128,1.7376308003755214
6,boundary,gp,8.473601042597226,1.2484776862832256,1.5878336694689106,0.6055676928276303,Si1,Si1,combo_002,0.5077089700630442,0.49229102993695584,0.9845820598739117,0.0,0.0,301.2853113003887,8.614233953476495,0.0,0.6178926018020209,0.9999999709999999,0.7958769409486757,0.6644331095890493,0.41723705848048953,5.131339033307405,1.9823749058611495
7,boundary,gp,9.84636975739655,1.4404509188355301,1.2390136345909712,0.7025331808417241,Si1,Si1,combo_002,0.5062488488342698,0.4937511511657302,0.9875023023314604,0.0,0.0,296.44669439280824,8.018034152495325,0.0,0.5968128920952669,0.9999999709999999,0.7949223010016181,0.6206682218295647,0.40150260471676474,6.917401465407553,1.7847383283963143
8,boundary,gp,13.169704178648502,1.4728767607842712,1.1916777732109403,0.804590911654026,Si1,Si1,combo_002,0.49718375526138203,0.502816244738618,0.9943675105227641,0.0,0.0,277.19385757618824,6.312488326572338,0.0,0.5589382134701423,0.9999999709999999,0.794174536903235,0.45514514852894744,0.3598553219727729,10.596224291312634,1.755194498505543
9,boundary,gp,13.799753974630462,1.4914630438922862,1.1553203371664258,0.7358848259147021,Si1,Si1,combo_002,0.5056095158915692,0.4943904841084308,0.9887809682168616,0.0,0.0,276.14217823176233,6.472836348941199,0.0,0.5692877454849001,0.9999999709999999,0.7921605713231773,0.44887278319813734,0.3647891267372253,10.155029551286656,1.7231175867408999
10,boundary,gp,8.752161840977976,1.4675448468134622,1.210559770847503,0.9129202737361506,Si1,Si1,combo_002,0.49496756521121554,0.5050324347887845,0.9899351304224311,0.0,0.0,297.761732277412,9.879517985112232,0.0,0.5371855776156503,0.9999999709999999,0.788738062261106,0.6362662833234103,0.43181296626052396,7.990025983648706,1.776550753466939
11,boundary,gp,10.11422216242236,1.5531232777630233,1.1063292081571605,0.7367132144475579,Si1,Si1,combo_002,0.4849053935500187,0.5150946064499813,0.9698107871000374,0.0,0.0,291.9422898843112,8.603964553897095,0.0,0.6175811697868756,0.9999999709999999,0.7870063143428967,0.5908397490012343,0.4169737854063912,7.451281120914906,1.7182656460580192
12,boundary,gp,11.506009784988864,1.5192781955037173,1.121112839537621,1.1679761358647651,Si1,PU,combo_001,0.4991021401935696,0.5008978598064304,0.9982042803871392,0.0,0.0,304.5326353937753,7.108894971791149,0.0,0.4795503657452209,0.9999999709999999,0.7862981614866946,0.6670754014649856,0.3647415489489892,13.43874484789347,1.7032822918087656
