discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,41,21,20,0.5121951219512195,0.4878048780487805,324.6352937,379.2518842761905,423.6383574
combo_002,Si1,Si1,46,21,25,0.45652173913043476,0.5434782608695652,262.5767887,357.2214331095238,430.7024571
combo_003,Si2,PU,43,21,22,0.4883720930232558,0.5116279069767442,308.7359367,365.58447265238095,426.528061
combo_004,Si2,Si2,42,24,18,0.5714285714285714,0.42857142857142855,265.2624785,351.52631613750003,417.1962141
combo_005,Si3,PU,45,20,25,0.4444444444444444,0.5555555555555556,287.4763493,370.93217987500003,427.3821429
combo_006,Si3,Si3,43,20,23,0.46511627906976744,0.5348837209302325,305.8374404,373.81799904,423.8801431
combo_007,A1,PU,45,23,22,0.5111111111111111,0.4888888888888889,266.0174615,366.57387466086954,431.9988106
combo_008,A1,Si1,47,25,22,0.5319148936170213,0.46808510638297873,263.5845894,364.931929176,434.8895237
combo_009,A1,Si2,41,22,19,0.5365853658536586,0.4634146341463415,295.0316891,370.5402317681818,433.3653155
combo_010,A1,Si3,48,27,21,0.5625,0.4375,269.7775331,364.0867188370371,414.6080228
combo_011,A2,PU,44,20,24,0.45454545454545453,0.5454545454545454,298.6275314,369.964172615,421.3573955
combo_012,A2,Si1,45,17,28,0.37777777777777777,0.6222222222222222,308.6322493,368.92733630588236,427.2692692
combo_013,A2,Si2,47,24,23,0.5106382978723404,0.48936170212765956,291.3035203,357.3806380416667,426.8728934
combo_014,A2,Si3,48,23,25,0.4791666666666667,0.5208333333333334,292.3628725,369.8543113434783,422.6358634
