accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.736,0.734375,0.746031746031746,0.7401574803149606,"[[45, 17], [16, 47]]",1.3189551159342572,1.6942942818056084,0.9982263733902306,62,gp,0,gp_cv
0.736,0.7586206896551724,0.6984126984126984,0.7272727272727273,"[[48, 14], [19, 44]]",1.316053576570759,1.7856538611349477,0.998300098668843,62,gp,1,gp_cv
0.824,0.847457627118644,0.7936507936507936,0.819672131147541,"[[53, 9], [13, 50]]",1.5184589113500604,2.608033519666247,0.9956030056605975,62,gp,2,gp_cv
0.744,0.7857142857142857,0.6875,0.7333333333333333,"[[49, 12], [20, 44]]",1.0594059761711203,1.4101156845143705,0.9987118974066216,61,gp,3,gp_cv
0.728,0.7205882352941176,0.765625,0.7424242424242424,"[[42, 19], [15, 49]]",1.1890776087081387,1.6706309179803578,0.9980438119503824,61,gp,4,gp_cv
0.72,0.7058823529411765,0.7619047619047619,0.732824427480916,"[[42, 20], [15, 48]]",3.0912979188130048,4.181535588142982,0.9891967083581622,62,mlp,0,mlp_cv
0.744,0.7540983606557377,0.7301587301587301,0.7419354838709677,"[[47, 15], [17, 46]]",2.57791456832157,3.418029222001653,0.9937715396759867,62,mlp,1,mlp_cv
0.784,0.8,0.7619047619047619,0.7804878048780488,"[[50, 12], [15, 48]]",3.9012808613218235,5.754235852566195,0.9785955099205358,62,mlp,2,mlp_cv
0.8,0.8545454545454545,0.734375,0.7899159663865546,"[[53, 8], [17, 47]]",2.4957933900230573,2.9533962826231255,0.9943495320487729,61,mlp,3,mlp_cv
0.792,0.796875,0.796875,0.796875,"[[48, 13], [13, 51]]",2.895405249314807,3.4679357807630424,0.9915706969932364,61,mlp,4,mlp_cv
