accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.7627118644067796,0.7666666666666667,0.7666666666666667,0.7666666666666667,"[[44, 14], [14, 46]]",1.2480200424944001,1.6575539999096496,0.9982019902307573,58,gp,0,gp_cv
0.7457627118644068,0.7419354838709677,0.7666666666666667,0.7540983606557377,"[[42, 16], [14, 46]]",1.6420795702449507,2.035313071102974,0.9976349653262787,58,gp,1,gp_cv
0.717948717948718,0.7241379310344828,0.711864406779661,0.717948717948718,"[[42, 16], [17, 42]]",1.1595212569531859,1.459519563499882,0.9987897639017618,58,gp,2,gp_cv
0.7521367521367521,0.8260869565217391,0.6440677966101694,0.7238095238095238,"[[50, 8], [21, 38]]",1.4435625388898152,2.3138115301101827,0.9960133817699778,58,gp,3,gp_cv
0.7521367521367521,0.7777777777777778,0.711864406779661,0.7433628318584071,"[[46, 12], [17, 42]]",1.2549296683263813,1.7148503081822182,0.9981299477237559,58,gp,4,gp_cv
0.7711864406779662,0.7704918032786885,0.7833333333333333,0.7768595041322314,"[[44, 14], [13, 47]]",3.1521896230468753,4.062892190176124,0.9891974254464883,58,mlp,0,mlp_cv
0.6949152542372882,0.7,0.7,0.7,"[[40, 18], [18, 42]]",3.5987785885304437,4.897536760826153,0.9863059951343316,58,mlp,1,mlp_cv
0.717948717948718,0.6805555555555556,0.8305084745762712,0.7480916030534351,"[[35, 23], [10, 49]]",4.440086278764815,5.59771570858537,0.9821978712502495,58,mlp,2,mlp_cv
0.7094017094017094,0.6712328767123288,0.8305084745762712,0.7424242424242424,"[[34, 24], [10, 49]]",2.510730242180765,3.6773108888922623,0.989930465782089,58,mlp,3,mlp_cv
0.7606837606837606,0.7627118644067796,0.7627118644067796,0.7627118644067796,"[[44, 14], [14, 45]]",2.782699142598328,3.400719514176202,0.9926456728941011,58,mlp,4,mlp_cv
