sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,hybrid,14.406099428494414,0.7427699624658919,2.9208086157185926,0.9457441126273347,Si1,PU,combo_001,0.49715376,0.50284624,0.9943075,0.20176622,0.8842409945413758,409.0753343267769,1.5234274830277315,0.0,0.26357299890355673,0.9999998819999999,0.8853546861672779,0.6231615762661148,0.5164669481774397,0.20679054631560348,13.624483720422603,2.1694889058673525
2,boundary,hybrid,13.283491813075177,0.7924685171355258,2.8505515953297254,0.5153445501120777,Si1,PU,combo_001,0.5178873,0.4821127,0.9642254,0.196997,0.8633327455090261,386.6445505661021,1.9240745523792053,0.0,0.3375079786942017,0.9999998819999999,0.8737463011421962,0.5722610848154723,0.5504212732438404,0.09688957667381438,6.845575112326694,2.2589723957692547
3,boundary,hybrid,10.714606220300793,0.9546880507023848,2.9315186916914966,0.5812475353313087,Si1,PU,combo_001,0.4753099,0.5246901,0.9506198,0.20814647,0.9122119681380484,343.31801959281773,2.066253770184084,0.0,0.3228345498467062,0.9999998819999999,0.8711119983190345,0.44459860326958583,0.5760387808015042,0.08764352926178574,6.227838457595345,2.7986858653685602
4,boundary,hybrid,10.431634600683733,0.9691548203403557,2.9307362152613288,0.6299304660306726,Si1,PU,combo_001,0.4701551,0.5298449,0.9403102,0.20133826,0.8823648133854908,339.5742996338604,2.001973539161676,0.0,0.2820002679283813,0.9999998819999999,0.8552943421445052,0.4279630433678757,0.5546247085647247,0.10566180871288833,6.571204445470393,2.840337130166567
5,boundary,hybrid,14.251592822378736,0.7695748787065066,2.795959510303282,1.0893239450759329,Si1,PU,combo_001,0.5065681,0.49343193,0.98686385,0.18284906,0.8013082346866958,407.7969435535898,1.418467078396487,0.0,0.1399994840559074,0.9999998819999999,0.8527301663113203,0.6047312822584325,0.46099746770859296,0.35658033562359365,15.524601316889454,2.151700201009952
6,boundary,hybrid,10.336951101879624,0.9919229220287281,2.7180196851735667,0.503354505228971,Si1,PU,combo_001,0.48560753,0.5143925,0.97121507,0.1683923,0.7379298292106149,336.9145309758206,1.9405536941843557,0.0,0.26236651271424627,0.9999998819999999,0.8495141812695484,0.41674283735366496,0.49650045663751274,0.13694630286421397,5.2031509074626845,2.696066028248968
7,boundary,hybrid,8.645609896494232,1.2011755308628065,1.2026167412898363,1.1216233618054527,Si1,PU,combo_001,0.5001891,0.49981087,0.99962175,0.14746404,0.6461803897827557,313.1372815140496,1.4895956147232792,0.0,0.23207556782646238,0.9999998819999999,0.8487916397918449,0.3330731454652267,0.4258724640616739,0.1176597674238332,9.697118036964353,1.4445538026433176
8,boundary,hybrid,14.414927814141638,0.7591487237225203,2.7662921097635884,0.81338897903775,Si1,PU,combo_001,0.49199185,0.5080081,0.9839837,0.16174977,0.7088089760629017,408.05974050013964,1.490389161312095,0.0,0.1957596625146548,0.9999998819999999,0.8442510071293041,0.6126393295126698,0.4424048637469178,0.2511228397688032,11.724943417647532,2.100027124570706
9,boundary,hybrid,9.619677131819483,1.202696212355353,1.1065007129049955,1.3691389474791447,Si1,PU,combo_001,0.5055945,0.4944055,0.988811,0.14973384,0.6561312051862733,328.872666270443,1.4875979814019107,0.0,0.22264438100787678,0.9999998819999999,0.842649431332777,0.37903015870109336,0.4277900836214741,0.25616303659927975,13.170674623348523,1.330784216379336
10,boundary,hybrid,10.025481826173644,1.1577145291169293,1.2113978904535105,1.9019498882688939,Si1,PU,combo_001,0.5058086,0.4941914,0.9883828,0.15967123,0.6996966934350435,340.67167743305697,1.4006063456278235,0.0,0.1355353018692161,0.9999998819999999,0.8378230371234985,0.4036466728174882,0.4234182974878147,0.3308863442110832,19.06796403913279,1.4024529383196274
