accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.86,0.8461538461538461,0.88,0.8627450980392157,"[[21, 4], [3, 22]]",2.4126384765465514,5.090801879128688,0.9797351230150927,25,gp,0,gp_cv
0.7755102040816326,0.8095238095238095,0.7083333333333334,0.7555555555555555,"[[21, 4], [7, 17]]",0.8251128373719075,1.5392590953312824,0.997948241956096,25,gp,1,gp_cv
0.7959183673469388,0.7692307692307693,0.8333333333333334,0.8,"[[19, 6], [4, 20]]",1.1899929500560325,1.7290350501360516,0.9976569402771808,25,gp,2,gp_cv
0.7959183673469388,0.8181818181818182,0.75,0.782608695652174,"[[21, 4], [6, 18]]",1.2416392716998508,1.7709869905421798,0.9976826759718873,25,gp,3,gp_cv
0.8163265306122449,0.9,0.72,0.8,"[[22, 2], [7, 18]]",1.5830356489718984,2.5578548703382302,0.9949856487979394,24,gp,4,gp_cv
0.82,0.8076923076923077,0.84,0.8235294117647058,"[[20, 5], [4, 21]]",2.4501928073593784,4.080637241146682,0.9869795031213598,25,mlp,0,mlp_cv
0.8163265306122449,0.8,0.8333333333333334,0.8163265306122449,"[[20, 5], [4, 20]]",1.8003261887656277,2.6617687768128913,0.9938645935218868,25,mlp,1,mlp_cv
0.7551020408163265,0.7307692307692307,0.7916666666666666,0.76,"[[18, 7], [5, 19]]",2.1945009952968713,2.7869979465552226,0.9939123586022872,25,mlp,2,mlp_cv
0.8367346938775511,0.8333333333333334,0.8333333333333334,0.8333333333333334,"[[21, 4], [4, 20]]",2.2270046954843723,4.008497243954624,0.9881281281055421,25,mlp,3,mlp_cv
0.8163265306122449,0.8076923076923077,0.84,0.8235294117647058,"[[19, 5], [4, 21]]",2.895038370393879,4.097151632143808,0.9871344894968709,24,mlp,4,mlp_cv
