discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,119,58,61,0.48739495798319327,0.5126050420168067,260.6085904,365.0962032172414,430.9544662
combo_002,Si1,Si1,127,66,61,0.5196850393700787,0.48031496062992124,282.2767013,363.73203890757577,418.7366578
