trial_number,seed,score,min_over_groups_min_distance,global_mean_nn_distance,mean_group_min_distance
44,51550,0.6236474744128242,0.7003616107395908,0.4446478229837023,0.7494422908400921
14,7272,0.6224947680262916,0.6976807002164038,0.44706092624936283,0.7464974221353426
102,30465,0.621886230571485,0.6972782971273181,0.44597140860787426,0.7498793097190278
75,35061,0.621216004015521,0.6922791378319645,0.45540202511048655,0.7503256528252074
89,19861,0.6187529423508961,0.7035397322096464,0.42091709934714555,0.7521431736329788
55,31849,0.6175424521954753,0.6927339868612495,0.4420955379753356,0.7761894270927137
138,64026,0.611462413901006,0.6850150495449551,0.4398395973984582,0.7339338299720553
145,59820,0.607178979205324,0.6726720751995666,0.4543617552187582,0.773179810036908
2,60936,0.6058460991876484,0.6772419585326227,0.43925576071604194,0.7494444791259154
142,56900,0.604798523243593,0.6824510568992189,0.4236092780471325,0.7641998779768665
16,99961,0.6045537951403077,0.6711449175276277,0.4491745095698945,0.7258072302948401
25,71782,0.6041051215382506,0.6875941055871753,0.40929749209075983,0.7328988626478303
97,42124,0.6037729511437187,0.6664748785987177,0.4574684537487209,0.74069304579093
116,58162,0.6037009492617896,0.6814905780094516,0.4221918155172454,0.746352113173484
66,35454,0.6032736253513825,0.6715440481792688,0.44397597208631445,0.7167189347808269
108,80029,0.599428807252901,0.6601816316799619,0.45767221692309257,0.7308497073504148
77,17248,0.5976404973379594,0.6666392409101147,0.4366434290029307,0.7235856363721398
91,21346,0.595601506242847,0.6577471172124735,0.45059508064705217,0.6959019205275359
101,85871,0.5946762044677598,0.6611778984104533,0.4395055852681421,0.7448529881392281
146,54642,0.5940904601461514,0.660482063157691,0.4391767197858928,0.7571607512375088
8,46372,0.5938551031492734,0.6594993827835439,0.4406851173359757,0.7314460950158463
156,49003,0.5934468007453263,0.6558152837001546,0.4479203405173936,0.7394633933570153
152,60438,0.5933931997357513,0.6594382022629091,0.4392881938390503,0.7093218067664859
22,99401,0.5916361295580965,0.6526667942922714,0.44923124517835517,0.7410915061248671
54,61590,0.5909832380248531,0.6565232200389652,0.4380566133252583,0.7207768083711068
42,60005,0.5908063003570341,0.6619718273991244,0.42475340392548994,0.7108196279952871
93,19059,0.5896750881249048,0.6566909695849088,0.43330469805156213,0.762074339508577
164,32069,0.5891680863924152,0.6667271899462397,0.40819684476682483,0.7382127262537959
122,67777,0.5882039272410978,0.6464724181205073,0.4522441151891427,0.7274258857686763
98,39881,0.5871043249235277,0.655974545571731,0.4264071434110536,0.7124523990621544
127,53406,0.5860560495788957,0.6570849058367175,0.4203220516439781,0.7257648877735583
147,61280,0.5853354703423055,0.6429345591306816,0.45093759650276105,0.7011128626383036
28,87428,0.5848425169814901,0.6392342780929272,0.45792840772147037,0.7573983024294271
78,36927,0.5845316139079924,0.6445643461759886,0.4444552386160011,0.7343309383251673
26,38133,0.584280406449649,0.6369883444914486,0.4612952176854498,0.7028133540315847
119,56965,0.5839808576183276,0.6327895706153202,0.47009386062534503,0.7178791637328499
60,41370,0.583412427716302,0.632901623131179,0.46793763841492236,0.7037600377454705
150,63113,0.5828417428056587,0.6577754516208274,0.40799642223693183,0.7493182152005934
