segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,9,0.5555555555555556,0.6,0.6,0.4444444444444444
Non-boundary,131,0.9465648854961832,0.9733333333333334,0.954248366013072,0.05343511450381679
Overall,140,0.9214285714285714,0.95,0.9325153374233128,0.07857142857142857
