TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,Eval#,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,oof_tmax_pred,oof_MaxT_TB_Top_pred,oof_MaxT_TB_Btm_pred,oof_MaxT_Adj_Y_pred,oof_MaxT_Adj_Z_pred,oof_Max_Power_pred,oof_Time_MaxT_pred
0,0,0,False,0.21118301801334383,0.7888169819866562,False,0.2888169819866562,0.23640782892788156,2_2_1_0,13.62064854,2.233007376,1.893774292,3.453895132,ETI,combo_001,1,123.7814469,114.8687825,121.4281739,166.9135213,-0.173679459,0.112040882,847.8564214,312.7,140.1,Initial,25.794434045419333,123.54200628816524,114.66952620709742,121.03655649352385,-0.49384587492675625,0.1117209791011596,849.9449937247473,314.63627568628635
1,1,1,False,0.976176792688193,0.023823207311806982,False,0.476176792688193,0.2807316476668664,3_0_2_1,15.4212917,1.059793309,2.327644861,12.72983229,ETI,combo_001,2,115.9605143,99.130613,113.9749824,544.9556682,-0.214512458,0.092946689,2056.781355,117.000001,81.5,,35.89529037548695,155.69897909061808,135.53039073585407,144.81380477625802,-0.4272888714357494,0.11837999822353845,1820.8791228783532,245.97855510000755
1,1,1,False,0.9568186315887033,0.04318136841129672,False,0.4568186315887033,0.17731562284217728,3_0_0_1,14.69924287,1.403003879,1.409897549,12.63060293,ETI,combo_001,3,125.5401894,112.6551433,121.0941455,718.0871019,-0.177063498,0.105172378,1497.836541,185.300001,95.1,,20.72442649456873,140.066458803576,131.18019187843245,134.23744781600115,-0.3920251721586382,0.11616921952044454,1504.694615330301,239.72452530517606
1,1,1,False,0.8888716153111318,0.11112838468886821,False,0.3888716153111318,0.16508913188701602,2_0_2_0,13.11039268,1.394320747,2.213860506,0.822784095,ETI,combo_001,4,128.9743768,116.486459,127.1904038,592.1842414,-0.490351437,0.107866163,1498.568107,202.500001,90.4,,29.024580572403497,142.78496036254657,131.1558860047167,136.2041104541659,-0.4713192277618533,0.11108500313812655,1485.3537534108173,251.22034087239848
0,0,0,False,0.06109112299930075,0.9389088770006992,False,0.43890887700069925,0.2535921713239621,0_1_3_0,11.12368179,1.794243017,2.632029304,5.731029041,ETI,combo_001,5,130.0436429,120.3971253,129.3444118,182.1881694,-0.501700525,0.107203005,1084.736004,270.2,111.4,,29.27785643965117,130.67456272939583,121.54994981087731,130.09309190195992,-0.5125716494448891,0.1070677621503929,1088.9784378226252,274.4141655061221
0,0,0,False,0.3016951761499058,0.6983048238500942,False,0.19830482385009418,0.2356921467806825,1_3_1_3,12.12531974,2.726928024,1.762602773,25.79994151,ETI,combo_001,6,116.0698585,107.8407264,111.426216,145.5462318,-0.488265863,0.115023343,603.9073195,372.1,125.7,,21.37212219723564,116.8909120273956,108.42466148374007,112.25625731302748,-0.48071683793926684,0.11439089760634813,615.0702131853318,367.68852108424596
0,0,0,False,0.14945862478066374,0.8505413752193363,False,0.35054137521933626,0.2088362639444847,1_2_2_1,11.74369257,2.056341711,2.370376654,9.976600272,ETI,combo_001,7,125.4561819,115.1769443,123.6119816,171.1489608,-0.495937611,0.108404274,917.3473561,293.7,125.3,,27.836974699681264,125.69459686144025,116.50383701927555,124.71987864236466,-0.470658544859559,0.10951928518142251,913.2523420386718,294.80858577602635
1,1,1,False,0.9888128386902508,0.011187161309749172,False,0.48881283869025083,0.14558246541680245,2_0_2_0,14.40380371,1.11969452,2.23841178,3.197426084,ETI,combo_001,8,116.8034285,99.1699396,114.1953321,541.7288928,-0.210051338,0.096010988,1934.580784,120.300001,81.0,,32.2416439012717,154.41446633628638,136.68757193614047,144.47930107239142,-0.4796557184762469,0.11920506608136046,1794.8165019537867,249.88253900107443
0,0,0,False,0.06188300980329586,0.9381169901967041,False,0.43811699019670414,0.23496987585403775,1_0_1_2,11.72224902,1.437487493,1.970342224,19.34435109,ETI,combo_001,9,138.0473719,128.5805146,133.5062113,201.9928467,-0.509820703,0.111201797,1418.838351,239.5,90.1,,23.09684220434862,139.47483419833856,129.4549119972363,134.1829611109766,-0.49275007535290233,0.11065767589876556,1403.011646583501,252.00723693923493
1,1,1,False,0.9933112881017223,0.006688711898277688,False,0.4933112881017223,0.20453416615406061,3_0_1_0,14.92665386,1.303068539,1.676088367,1.535872215,ETI,combo_001,10,118.7418755,102.782789,114.8147597,827.7120641,-0.189193703,0.100010609,1629.621841,149.100001,90.6,,25.018390892981646,145.30813719888286,133.54791755024613,138.65942429620338,-0.42235496453949745,0.11753454279655999,1593.9290329878063,238.7485537830769
