bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,26,0.0,False
0.2-0.4,0.30000000000000004,27,0.07407407407407407,False
0.4-0.6,0.5,9,0.4444444444444444,True
0.6-0.8,0.7000000000000001,15,0.3333333333333333,False
0.8-1.0,0.9,63,0.0,False
