trial_number,seed,score,min_over_groups_min_distance,global_mean_nn_distance,mean_group_min_distance
250,31317,0.6471407532973281,0.73518434251818,0.44170571178200696,0.7756873031726155
200,34583,0.6333881644166306,0.7159362846560405,0.4407758838580073,0.7950281087412222
172,25650,0.6307983104822328,0.7121010722522928,0.44109186635209274,0.7781200659227858
130,31454,0.6272184974894839,0.709010664913831,0.436370106832674,0.7555427098799359
67,16921,0.6258587173302468,0.6932228072248849,0.46867584090942466,0.7407461137974056
44,40918,0.6180612145466713,0.6898072423874565,0.45065381625150597,0.7629538189190408
183,23190,0.6170864219535335,0.6925580387499289,0.44098598276194423,0.763298053101672
252,32402,0.6161096636804855,0.693355468874106,0.43586945156203755,0.7726270693002939
279,29627,0.6143900013058802,0.6941372368677393,0.428313118328209,0.7403256053797165
185,26715,0.6139583666961634,0.683843297941998,0.4508935271225497,0.7164918722505842
228,42788,0.6135476664469524,0.6888923274365323,0.4377434574712659,0.7425123666180666
148,34422,0.6093549423455251,0.6698076161029716,0.4682987035781503,0.7327731108386192
136,31018,0.6092675511530294,0.6871864635168231,0.42745675563751095,0.7408722362599776
249,32248,0.6069361382376948,0.67282431442634,0.4531970604641892,0.763603054455963
146,40572,0.606533275546969,0.678240054527291,0.43921745792621775,0.7210008119813263
295,25031,0.6064650581194568,0.6692664919204077,0.45992837925057184,0.7162280564691927
6,25031,0.6064650581194568,0.6692664919204077,0.45992837925057184,0.7162280564691927
132,31215,0.60523955819792,0.6796042452115544,0.4317219551661064,0.7446155268674901
212,33302,0.6052240136195373,0.6690487004876567,0.456299744260592,0.7397188106663855
138,31945,0.6050499030465706,0.680878798436931,0.42811581380239655,0.7403702561143064
62,33711,0.6044719141687143,0.6805269844185654,0.4270100835857283,0.7443127566178461
193,36241,0.6035161461048153,0.6833635526106656,0.41720553092449786,0.7384468050399329
10,98214,0.6033529550759748,0.6621181850388839,0.4662340851625202,0.732001291273837
55,16280,0.6031191234945346,0.6651607904830578,0.45835523385464727,0.733938209297148
69,41714,0.602779457598034,0.6689966252437033,0.44827273309147236,0.7499237186029174
7,62249,0.6027137382564854,0.6669905717167994,0.45273446018241964,0.7316410775133262
278,27955,0.6019752104950391,0.6624342260034557,0.46090417430873376,0.7329523036903053
97,22374,0.6019124457053256,0.6713050876905957,0.43999628107302896,0.7346520976389864
274,40480,0.6012098406153856,0.6594444512655709,0.4653290824316199,0.7359194721707802
194,36546,0.6005187125520535,0.6682210761554807,0.44254653081072354,0.7521617086642217
288,48748,0.6001819264091166,0.6670663059860986,0.4441183740628253,0.7311417244597014
100,60467,0.6000496832615874,0.6665408361251656,0.4449036599132385,0.7457850096526998
22,99923,0.5997208908180747,0.6652146903598002,0.4469020252207154,0.7197084145788455
74,9279,0.598841941617706,0.6690424086300375,0.4350408519222661,0.7182400301692129
173,29673,0.5987706951896845,0.6675854250909051,0.43820299208683666,0.7285695848269493
