discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,105,49,56,0.4666666666666667,0.5333333333333333,260.6085904,362.1074206102041,428.7951544
combo_002,Si1,Si1,120,63,57,0.525,0.475,282.2767013,365.37193352380956,418.7366578
