accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8444444444444444,0.8947368421052632,0.7727272727272727,0.8292682926829268,"[[21, 2], [5, 17]]",1.6878308784126608,3.8649806833576723,0.9908323326464732,23,gp,0,gp_cv
0.8,0.9333333333333333,0.6363636363636364,0.7567567567567568,"[[22, 1], [8, 14]]",1.4016419744481008,2.4053924283978705,0.995038101186845,23,gp,1,gp_cv
0.8222222222222222,0.8260869565217391,0.8260869565217391,0.8260869565217391,"[[18, 4], [4, 19]]",1.8015273726192205,4.890676053189119,0.9802663941869906,22,gp,2,gp_cv
0.7555555555555555,0.6875,0.9565217391304348,0.8,"[[12, 10], [1, 22]]",1.2515193753388354,2.243671215283554,0.9930526627725077,22,gp,3,gp_cv
0.8,0.75,0.9130434782608695,0.8235294117647058,"[[15, 7], [2, 21]]",1.303366637885334,1.624062041027255,0.9982206529251358,22,gp,4,gp_cv
0.7555555555555555,0.7894736842105263,0.6818181818181818,0.7317073170731707,"[[19, 4], [7, 15]]",3.486717433865485,4.041474228202759,0.989975936280479,23,mlp,0,mlp_cv
0.8222222222222222,0.85,0.7727272727272727,0.8095238095238095,"[[20, 3], [5, 17]]",3.9938883756793535,5.2347865921243955,0.9764996685751895,23,mlp,1,mlp_cv
0.8444444444444444,0.8333333333333334,0.8695652173913043,0.851063829787234,"[[18, 4], [3, 20]]",3.5858549709517047,4.481562193545346,0.9834298091677351,22,mlp,2,mlp_cv
0.8,0.7692307692307693,0.8695652173913043,0.8163265306122449,"[[16, 6], [3, 20]]",2.843343333043327,4.38954232983346,0.9734087697489753,22,mlp,3,mlp_cv
0.7333333333333333,0.6896551724137931,0.8695652173913043,0.7692307692307693,"[[13, 9], [3, 20]]",5.037445585102983,6.065436857383939,0.9751812668739299,22,mlp,4,mlp_cv
