Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Time_TP,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
10,8.273551543,Si1,1.03447117,PU,2.993400399,1.304511683,0,317.2930329,283.0164465,0.000197689,0.055426425,804.0051001,168.6,72.9,173.000002,,10.792944647746177,3.096586413031997,combo_001,1
14,13.88886555,Si1,1.063220778,PU,1.221172473,2.390887041,0,402.9382899,283.7204132,-0.000338072,0.055133812,1159.231353,217.5,88.7,225.000002,,33.20670865768634,1.298375946815244,combo_001,1
15,11.92889038,Si1,0.508914899,Si1,2.825672635,2.335557432,0,386.8344467,284.8641923,-0.001445361,0.055211864,1086.599792,210.1,86.3,217.000002,,27.860608582522303,1.4380269036480888,combo_002,1
2,11.93183212,Si1,1.006523977,Si1,1.143881413,0.765553126,1,368.946216,631.2719881,0.030938601,0.039612975,1009.323498,174.000002,83.5,174.000002,,9.134451378373207,1.1513440690291394,combo_002,0
4,13.79137828,Si1,0.867009323,PU,2.310608367,1.802432988,1,405.7581029,642.9795252,-0.022487512,0.033899085,1209.964598,212.000002,94.2,212.000002,,24.8580351618587,2.0033189959908055,combo_001,0
5,12.03898746,Si1,0.754280327,PU,2.772834887,2.250599915,0,388.1045211,284.7400396,0.000291825,0.055181519,1097.874245,207.8,85.8,214.000002,,27.094944154162064,2.0914948052833684,combo_001,1
7,14.13339081,Si1,0.942071431,PU,1.762460684,0.928391392,1,403.2674068,523.2339229,0.004474402,0.041646355,1265.62982,188.000002,94.8,188.000002,,13.121318367775908,1.660363858657119,combo_001,0
8,11.82824913,Si1,0.715932096,Si1,2.027735243,1.199766475,0,377.4340386,284.9887206,0.002579006,0.055259398,1056.59778,202.8,86.1,209.000002,,14.191136764121918,1.4517207426540593,combo_002,1
9,11.72426115,Si1,0.979558603,PU,1.792544549,1.623291119,0,372.9499349,284.6447206,0.001419783,0.055293783,1056.003534,201.1,86.3,207.000002,,19.031889001631725,1.755902434233705,combo_001,1
11,9.862887473,Si1,1.050109958,PU,2.187092268,1.207612589,0,338.2836615,283.7557834,0.001661956,0.055290981,895.8691228,182.8,79.6,188.000002,,11.910547076285198,2.2966873696916044,combo_001,1
14,15.96528394,Si1,1.017758372,PU,1.394411448,0.624424939,0,423.002533,276.9758846,0.000389982,0.05504874,1382.754458,233.5,104.4,241.000002,,9.96912145035218,1.419173925214643,combo_001,1
16,11.82582415,Si1,0.99203886,PU,1.418649653,2.282452322,1,379.1823606,923.2799926,0.00716239,0.036957932,1058.941981,200.000002,88.2,200.000002,,26.99187979073118,1.4073555845015155,combo_001,0
1,14.03226112,Si1,0.954224633,Si1,1.21572256,0.967984772,1,399.7192977,891.4304548,0.023574299,0.036557246,1158.326282,191.000002,90.1,191.000002,Itr_8,13.583015080887664,1.1600724136458205,combo_002,0
2,11.75426893,Si1,0.91587773,PU,2.152722762,1.392669624,0,373.8984396,283.0519679,0.001423534,0.055366552,1061.304198,199.6,85.4,206.000002,,16.369813291137984,1.97163083657989,combo_001,1
5,13.00074572,Si1,0.939004886,Si1,1.340860554,1.20689841,0,386.8411242,283.0511687,0.000315869,0.055230573,1135.771724,213.3,93.3,220.000002,,15.690579338282305,1.2590746116506668,combo_002,1
6,10.60631365,Si1,0.598487654,Si1,2.766931654,2.489754529,1,366.2441837,967.282026,0.000768023,0.032000969,992.9782563,182.000002,81.4,182.000002,,26.40711744608202,1.6559744343807998,combo_002,0
8,11.19584821,Si1,1.138306485,PU,1.19352063,1.101337574,1,355.2305031,878.4072639,0.002436716,0.044673131,958.9603058,165.000002,78.8,165.000002,,12.330408306473641,1.3585922731102855,combo_001,0
13,8.307366891,Si1,0.950413249,Si1,2.320618981,0.554508085,0,310.8971909,284.520527,0.000198534,0.055346261,811.0614462,170.6,73.4,175.000002,,4.606502106120813,2.205547025423279,combo_002,1
14,8.152773061,Si1,0.989484054,PU,2.538888792,2.42792588,1,326.1179139,1054.918728,-0.000194669,0.04418992,807.9318499,161.000002,72.7,161.000002,,19.794328708568717,2.5121899745633223,combo_001,0
16,13.84254575,Si1,0.914958172,PU,2.168490896,2.270124882,1,406.8681537,871.3055437,-0.031332979,0.029985324,1210.071297,232.000002,94.6,232.000002,,31.424307537298354,1.984078466202802,combo_001,0
