bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,112,0.05357142857142857,False
0.2-0.4,0.30000000000000004,63,0.20634920634920634,False
0.4-0.6,0.5,67,0.4626865671641791,True
0.6-0.8,0.7000000000000001,68,0.38235294117647056,False
0.8-1.0,0.9,95,0.09473684210526316,False
