bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,108,0.046296296296296294,False
0.2-0.4,0.30000000000000004,49,0.2857142857142857,False
0.4-0.6,0.5,35,0.45714285714285713,True
0.6-0.8,0.7000000000000001,45,0.4,False
0.8-1.0,0.9,113,0.061946902654867256,False
