segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,48,0.6041666666666666,0.5416666666666666,0.5777777777777777,0.3958333333333333
Non-boundary,254,0.8385826771653543,0.8256880733944955,0.8144796380090498,0.16141732283464566
Overall,302,0.8013245033112583,0.7744360902255639,0.7744360902255639,0.1986754966887417
