bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,99,0.0707070707070707,False
0.2-0.4,0.30000000000000004,43,0.27906976744186046,False
0.4-0.6,0.5,48,0.3958333333333333,True
0.6-0.8,0.7000000000000001,33,0.48484848484848486,False
0.8-1.0,0.9,79,0.0759493670886076,False
