sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,16.172352036493354,1.2486107387549406,2.155314858707745,2.4713427019160696,Si1,PU,combo_001,0.5044291172060422,0.4955708827939578,0.9911417655879156,0.2300892257032083,0.7264577925366225,293.80016004071393,6.627862387242224,0.0,0.5140328983907011,0.999999964,0.89827327417371,0.48720336954243326,0.4940689114876645,0.030569326146161018,39.967424178205334,2.691149277980578
2,boundary,gp,18.5762238517978,0.6405122259562546,2.9775446315944016,0.5384068838536155,Si1,PU,combo_001,0.49942867455858386,0.5005713254414161,0.9988573491171677,0.131794795338949,0.41574318480185024,313.8422322863967,11.168339029412797,0.0,0.7118640286766383,0.999999964,0.8931036168254131,0.6114433031149193,0.5005924997194028,0.0016573456784736164,10.001566797813659,1.907153739866626
3,boundary,gp,12.2205343850256,0.3960777885324194,2.8970526600161763,0.5104986242384685,Si1,PU,combo_001,0.5079448950556404,0.49205510494435956,0.9841102098887191,0.17296365729591576,0.5458804341499792,286.9886424028602,9.428132516037113,0.0,0.6327527110665974,0.999999964,0.888642689005319,0.4869698919721688,0.501466712760761,0.013256811414065005,6.238565991014467,1.1474582108411702
4,boundary,gp,19.811883278018442,0.745306680998383,2.673067516540356,0.5958073128234724,Si1,PU,combo_001,0.49403546678396104,0.505964533216039,0.9880709335679221,0.158900371584459,0.5014255419744591,317.6867723553408,11.765047513226625,0.0,0.6410815337982334,0.999999964,0.8870224933537793,0.6229250395755722,0.5312133571717634,0.0013784607994131498,11.804064937848457,1.992255078837283
5,boundary,gp,17.565018195071666,1.1968086241531122,2.5233325949308107,2.131832182598501,Si1,PU,combo_001,0.4997966017924322,0.5002033982075678,0.9995932035848644,0.25350800593480866,0.8004859657130995,301.20703147268347,6.296160469436472,0.0,0.3218793795874137,0.999999964,0.886648180183863,0.49576661030655733,0.4849023561186151,0.11096092398509216,37.44567107618201,3.019946211219846
6,boundary,gp,18.544555056815554,0.6376836715380596,2.6873176168849637,0.5068571232617087,Si1,PU,combo_001,0.5085993752896485,0.4914006247103515,0.982801249420703,0.13962110900945732,0.44048263314220587,314.17405228216666,11.230716606245378,0.0,0.714707797729602,0.999999964,0.8864286954064874,0.6133881641943453,0.5108538410804461,0.0032971215207277358,9.399439828265905,1.7136585645241122
7,boundary,gp,16.058299161082,1.1387458523066152,2.5082411679678147,2.2478765504745946,Si1,PU,combo_001,0.493935818346829,0.506064181653171,0.987871636693658,0.25718717609353514,0.812116043922229,295.0533060192807,6.255769549397209,0.0,0.34911535797253945,0.999999964,0.8843615383123348,0.47370942980426406,0.49229681313829776,0.06257768080829086,36.09707412470208,2.8562492266080493
8,boundary,gp,12.147232230918986,0.44042128753365023,2.820875120537223,0.6756477604171052,Si1,PU,combo_001,0.4935893177485209,0.5064106822514791,0.9871786354970418,0.17225981640591162,0.5436555507538916,286.0889111441826,8.82157119758664,0.0,0.5693224036190107,0.999999964,0.8818744717206284,0.4737683054951429,0.47973830087706293,0.01714898361080499,8.207250252086888,1.2423734525586445
9,boundary,gp,19.95605371030363,1.1514985209569666,1.281811961939142,1.0529924313846268,Si1,Si1,combo_002,0.4994985232946614,0.5005014767053386,0.9989970465893228,0.18184411358412458,0.5739520907216815,304.4512101339501,9.128985782009238,0.0,0.48749536226802326,0.9999999629999999,0.881865086040496,0.5405364319926376,0.48386354634965356,0.008293707513494002,21.013573517254823,1.4760045783178695
10,boundary,gp,17.099135656162407,1.2641231646569198,2.220732218304576,2.3048685420778767,Si1,PU,combo_001,0.48240353734573205,0.517596462654268,0.9648070746914641,0.2299054734365141,0.7258769405671398,297.12911662638544,6.4842033549573594,0.0,0.5104361299452236,0.999999964,0.8814401620556146,0.4993577525736272,0.4906177757596589,0.049664407780398406,39.411259870610884,2.8072790396587624
11,boundary,gp,15.540817458578864,1.1769077757140751,2.1119861897864203,2.282812121787763,Si1,PU,combo_001,0.5005618837062709,0.49943811629372914,0.9988762325874583,0.20151595661003951,0.6361359699767535,290.94787990600537,6.39302402714577,0.0,0.36799131142002656,0.999999964,0.8731883971396839,0.45994911122358867,0.43612276111148596,0.01844624224004954,35.47676647693473,2.4856129689603805
12,boundary,gp,14.274931068241827,0.5471067561993184,2.947142333458526,0.7774114803655661,Si1,PU,combo_001,0.4794845112010151,0.5205154887989849,0.9589690224020302,0.1855789436139162,0.5857581131317234,294.6572730127253,7.689426707324664,0.0,0.5641434120415977,0.999999964,0.8686397176745141,0.5013536938963958,0.47235367089566194,0.010601261010719345,11.09749529387829,1.612401482116184
13,boundary,gp,14.930169243909488,0.6204195944127375,2.20517820714715,0.8377075226217393,Si1,PU,combo_001,0.4968198005583737,0.5031801994416263,0.9936396011167474,0.16879250119204114,0.5326951587705601,298.39342313179,7.222329241764751,0.0,0.4452432275971914,0.999999964,0.8681494216496177,0.5018609175979805,0.42714068555834184,0.08061700625128439,12.507115089638704,1.3681357688860427
14,notp_high_tmax,gp,19.587950377704537,0.8876073420215895,1.107850909919399,0.5074944609427926,Si1,PU,combo_001,0.42895152526071456,0.5710484747392854,0.8579030505214291,0.16808651968647947,0.5304635087599165,311.9389173637064,11.403595634171865,0.0,0.681173856671577,0.999999964,0.8152033447702834,0.6020442006681669,0.5405762466680429,0.002696656256325541,9.940776317907336,0.9833366015097571
15,notp_high_tmax,gp,17.57335973236445,0.6458405531196337,2.7733177915177905,0.5996066176500952,Si1,PU,combo_001,0.4702597547923162,0.5297402452076838,0.9405195095846324,0.1415428775427616,0.4465574590888018,308.7974580432999,9.623083156102785,0.0,0.5922330770294033,0.999999964,0.844750162777998,0.5710201015580112,0.4643010202515251,0.004948089546373299,10.53710278987143,1.7911210964503708
16,misclass_repair,gp,18.314627409716486,1.195628978290728,2.9675944797244433,2.4692891900717533,Si1,PU,combo_001,0.5088543506960903,0.4911456493039097,0.9822912986078194,0.19884622971009003,0.6276968026363179,310.53005580442897,7.010088250617458,0.0,0.04537876103439203,0.999999964,0.8191881901306336,0.5091758484635326,0.3964103318749681,0.7110285834114171,45.224111483004755,3.5481419557741405
17,uncertainty_sparse,gp,19.616849605617148,0.2673359846369298,2.77151895712941,2.498822916539766,Si1,Si1,combo_002,0.8608335296275982,0.13916647037240182,0.27833294074480364,0.053040687223223935,0.16679671123261247,381.8385479911048,24.254135328671723,0.0,0.4210132595683579,0.9999999629999999,0.3799140279376653,0.9242578401686231,0.6165327156056931,0.009211567327242648,49.0190333448302,0.7409267493441076
18,random_check,gp,13.132951483578584,1.6770468165037058,2.093590047069459,0.6932047753051104,Si1,PU,combo_001,0.1765606376178539,0.8234393623821461,0.3531212752357078,0.018789183003843773,0.05852564583845064,227.86196327751514,7.5331636232745645,0.5104042507856927,0.4041964438217988,0.999999964,0.41134262417959977,0.21789707895024452,0.2608843227975499,0.010652381020947795,9.103824682267009,3.5110485235016795
