TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
1,1,1,False,0.7576884008244065,0.24231159917559353,False,0.25768840082440647,0.06251876238539773,0_0_3_1,13.49089893,0.514234953,2.940748709,1.493713682,Si1,Si1,combo_002,13,303.5836,871.2251,-0.008859308,0.01935923,1308.564,,,20.151540314220163,1.5122357741574257,298.1256373607352
1,1,1,False,0.9939983873736082,0.006001612626391761,False,0.49399838737360824,0.20204709435460916,1_0_3_3,14.84680003,0.558711947,2.934318749,2.046469012,Si1,Si1,combo_002,14,312.7613927,856.6004366,-0.00760242,0.02135918,1326.188874,,,30.383516188755674,1.6394389413723944,319.73090748656887
1,1,1,False,0.9995021282680909,0.000497871731909072,False,0.49950212826809093,0.20408973612526327,3_0_3_1,18.98046835,0.425420193,2.746541781,1.153626705,Si1,Si1,combo_002,15,314.2152,932.0463,-0.000465362,0.02931779,1479.887,,,21.896375161967285,1.1684343345555837,357.8391695748281
1,1,1,False,0.997487348247887,0.0025126517521130154,False,0.497487348247887,0.11401412060036484,1_0_3_3,14.6559965,0.388034242,2.795653036,2.38565829,Si1,Si1,combo_002,16,311.6638,562.2603,-0.004644249,0.01893424,1376.026,,,34.964199548435985,1.0848091067192587,336.11144047337325
1,1,1,False,0.9879278207075686,0.012072179292431429,False,0.48792782070756857,0.13496852903648526,1_0_0_0,14.03534867,0.362211251,1.238204977,0.722295272,Si1,Si1,combo_002,17,308.0811,609.957,-0.002392136,0.02904737,1441.175,,,10.137665985212488,0.4484917737135963,318.04434265080477
1,1,1,False,0.9992750573616149,0.0007249426383850732,False,0.4992750573616149,0.23089834245896126,0_0_0_2,13.74962758,0.454414648,1.133387629,1.655306154,Si1,Si1,combo_002,18,313.4154,705.3342,-0.002342135,0.02509431,1429.034,,,22.759843148382128,0.5150279404795896,322.7756258333335
0,0,0,False,7.150269482281146e-05,0.9999284973051772,False,0.4999284973051772,0.36517304819566015,2_3_2_2,16.94755646,1.765520856,2.139781437,1.688492175,Si1,Si1,combo_002,19,248.2692,244.1401,-0.000414539,0.05231596,1101.283,,,28.615816468080702,3.77782875430515,240.15875428668883
1,1,1,False,0.9383690830486557,0.06163091695134426,False,0.43836908304865574,0.18267392913304936,1_1_2_2,14.94408592,0.704220033,2.370926716,1.831402762,Si1,Si1,combo_002,20,314.5102,896.2173,-0.009840208,0.01712925,1305.742,,,27.36864022945331,1.6696540901821018,311.6676701501221
1,1,1,False,0.9969766259306425,0.0030233740693574873,False,0.4969766259306425,0.1761929085939745,2_0_3_1,17.31380517,0.572657225,2.6781643,1.19229495,Si1,Si1,combo_002,21,308.6057,856.6134,-0.002965867,0.01906629,1374.88,,,20.643162469474888,1.5336701361320677,317.59221642058867
1,1,0,True,0.45014783414350745,0.5498521658564925,True,0.04985216585649255,0.14462892637448135,0_0_2_0,12.10878406,0.403154262,2.29968358,0.886933679,Si1,Si1,combo_002,22,292.1919,808.9561,-0.00557782,0.03376049,1349.874,,,10.739688394552356,0.9271272365284179,288.47237204012725
0,0,0,False,0.09129802750669569,0.9087019724933043,False,0.4087019724933043,0.23072411023019454,0_1_1_2,12.2244285,0.802911918,1.798230703,1.510630384,Si1,Si1,combo_002,23,272.3423,292.6169,-0.004446911,0.05228855,1265.265,,,18.466593119135542,1.4438208627522182,271.54242892116065
0,0,0,False,8.337809117620054e-05,0.9999166219088238,False,0.4999166219088238,0.37390560759568126,1_3_0_2,14.45448597,1.659296555,1.176609765,1.722313775,Si1,Si1,combo_002,24,247.7642,243.5607,-0.007396457,0.05226371,1102.261,,,24.895160296675236,1.9523445296438597,243.66848387391354
1,1,1,False,0.9957832391261263,0.004216760873873682,False,0.4957832391261263,0.20939901429409755,2_0_3_1,16.60077623,0.330428957,2.979344658,1.038177171,Si1,Si1,combo_002,25,307.6193,632.0267,-0.002029348,0.02881673,1419.941,,,17.234546902865446,0.9844617478864618,329.67187083827423
0,0,0,False,0.0009629344998529632,0.999037065500147,False,0.49903706550014704,0.22212184910275434,0_2_3_3,12.65653163,1.207359029,2.537372765,2.289549832,Si1,Si1,combo_002,26,253.3885,257.1641,-0.006452528,0.05231738,1126.851,,,28.977759867169187,3.0635199177614454,253.568001895271
1,1,1,False,0.999884241849827,0.00011575815017295099,False,0.49988424184982705,0.10090413559730925,3_0_0_3,19.37542085,0.451426464,1.531075622,2.197039373,Si1,Si1,combo_002,27,321.5915,703.4329,-0.002376178,0.03184078,1523.726,,,42.56856247589513,0.6911680541560606,402.5466248917075
1,1,1,False,0.9998202561607741,0.00017974383922592096,False,0.4998202561607741,0.16607452044128682,3_0_3_2,19.53632204,0.503631177,2.720565066,1.987705996,Si1,Si1,combo_002,28,313.9197,595.1368,-0.00239629,0.02252513,1465.215,,,38.83246445869496,1.3701613862946627,380.3643540490423
0,0,0,False,0.0015453367831241849,0.9984546632168758,False,0.4984546632168758,0.33753718228823854,2_3_2_3,17.55485664,1.927287788,2.30289886,2.358034251,Si1,Si1,combo_002,29,245.9010886,240.4765848,-0.004726937,0.05198329,1081.920726,,,41.39495322851477,4.438348849877121,247.42183165971895
0,0,0,False,5.410259814198071e-05,0.999945897401858,False,0.499945897401858,0.2610149909575337,2_1_2_0,16.19381065,1.081047911,2.123741577,0.946872721,Si1,Si1,combo_002,30,268.5126,273.3244,-0.004352648,0.05231589,1218.421,,,15.333477553524277,2.295866395319696,268.34489360774205
1,1,1,False,0.9999285497999608,7.145020003918034e-05,False,0.4999285497999608,0.23047153053246275,3_0_2_3,19.3339357,0.379760203,2.244487163,2.233841509,Si1,PU,combo_001,31,319.7139,577.3182,-0.003319389,0.03366809,1515.628,,,43.188948098996974,0.8523669006517741,356.45774544097975
1,1,1,False,0.9997639696058513,0.00023603039414865634,False,0.49976396960585134,0.17547362851257034,1_0_1_1,15.76814452,0.58992529,1.849159101,1.375890969,Si1,PU,combo_001,32,309.6729,708.7055,-0.002695375,0.02425838,1397.745,,,21.69524764295484,1.0908657189135644,338.0581267522376
1,1,1,False,0.9998081037118709,0.00019189628812910087,False,0.4998081037118709,0.17547362851257034,1_0_1_1,15.0600743,0.371841214,1.722946044,1.266081887,Si1,PU,combo_001,33,312.7722,652.7956,-0.005510278,0.03122491,1450.865,,,19.067287288104204,0.6406623486574573,345.07739635552804
1,1,1,False,0.9999755889808739,2.441101912609156e-05,False,0.4999755889808739,0.10090413559730925,3_0_0_3,19.17589525,0.48143976,1.383919543,2.311352583,Si1,PU,combo_001,34,321.7915,542.9315,-0.002351237,0.03620906,1515.397,,,44.322255017424936,0.6662738926412297,381.37044638407747
0,0,0,False,0.00012051821727254719,0.9998794817827275,False,0.49987948178272745,0.27436844305657476,3_2_2_0,18.44334666,1.539945902,2.449101948,0.767896213,Si1,PU,combo_001,35,256.4960456,251.72138,-0.007682874,0.051960224,1174.276157,,,14.162576055260198,3.771484508402817,258.02137592266035
0,0,0,False,0.00037378733020432264,0.9996262126697957,False,0.4996262126697957,0.28610651603858034,1_3_3_3,15.58433078,1.604103507,2.555810992,2.433815596,Si1,PU,combo_001,36,256.2285651,252.9201709,-0.006467791,0.052071162,1116.162572,,,37.92938730558684,4.099785375496349,255.0286196642596
1,1,1,False,0.9788608024346104,0.021139197565389622,False,0.4788608024346104,0.19391274156231067,0_1_0_3,13.41038755,0.970650147,1.343472983,2.468896015,Si1,PU,combo_001,37,298.0658904,891.7861117,-0.006196085,0.042720377,1274.694509,,,33.10885238180061,1.3040422484394785,296.71333913679194
0,0,0,False,0.18406421429017428,0.8159357857098257,False,0.3159357857098257,0.051156397347978895,3_2_3_3,18.38118458,1.274950167,2.998720407,2.499282949,Si1,PU,combo_001,38,307.4379503,320.9531954,-0.00045,0.051871632,1228.938748,,,45.93978120321572,3.823219083690958,301.80751775890167
1,1,1,False,0.9995552333298292,0.0004447666701707931,False,0.4995552333298292,0.11401412060036484,0_0_3_3,13.9146868,0.396790621,2.898239833,2.462401239,Si1,PU,combo_001,39,312.1656982,639.5998436,-0.00372589,0.032178139,1387.629709,,,34.263542016616945,1.1499943831430062,331.32216431789
0,0,0,False,0.0035034948249403897,0.9964965051750596,False,0.4964965051750596,0.0962162301684831,1_1_3_1,15.68552034,0.936078738,2.706971256,1.215077596,Si1,PU,combo_001,40,280.7776552,295.0692776,-0.006510796,0.052243185,1262.806178,,,19.0591243467363,2.533938237118755,287.50225222477667
1,1,1,False,0.9998755523070031,0.0001244476929969096,False,0.4998755523070031,0.1745002473957412,3_0_2_1,18.16369254,0.496766543,2.520782895,1.402209772,Si1,PU,combo_001,41,314.119188,917.6657859,-0.002224711,0.032480784,1453.797808,,,25.4693071751915,1.252240604402682,358.0370371439103
1,1,1,False,0.9891631757918731,0.010836824208126927,False,0.4891631757918731,0.05797588051207281,3_1_3_2,19.63960543,1.113164337,2.817524522,1.776142947,Si1,PU,combo_001,42,312.0382438,859.2695123,-0.003372882,0.01975545,1290.135767,,,34.882746666357406,3.1363678165133715,329.59733966052886
1,1,1,False,0.9998368532349104,0.00016314676508955017,False,0.49983685323491045,0.284485341714202,3_0_0_1,19.74448488,0.305565396,1.450814086,1.094086093,Si1,PU,combo_001,43,321.1947251,550.5630493,-0.001453386,0.04117927,1559.850358,,,21.602166320656778,0.4433185807109681,372.74817291070485
1,1,1,False,0.9940863047025914,0.005913695297408594,False,0.4940863047025914,0.06251876238539773,0_0_3_2,13.28849916,0.439730428,2.914858397,1.564995642,Si1,PU,combo_001,44,304.5407958,626.6395801,-0.004199813,0.024875812,1364.420802,,,20.796443274120662,1.281751930472204,307.7473456372284
1,1,1,False,0.9999447227213523,5.527727864773624e-05,False,0.49994472272135226,0.19884725182441565,1_1_1_3,15.39254371,0.715208286,1.952780973,2.219546279,Si1,PU,combo_001,45,312.032937,712.188295,-0.007137608,0.016904862,1359.481083,,,34.16446311587535,1.3966451326327423,336.87871923690716
0,0,0,False,0.0003904673812940018,0.999609532618706,False,0.499609532618706,0.29680850176587364,1_3_2_2,14.19285056,1.711925514,2.071108986,1.912440758,Si1,PU,combo_001,47,242.5356839,238.2127148,-0.002419699,0.052125344,1074.028516,,,27.142985883147126,3.545584315408069,242.97874804883918
1,1,1,False,0.999980013427944,1.998657205604104e-05,False,0.49998001342794396,0.16367644657108177,3_0_3_3,18.806949,0.52360949,2.647771553,2.253565455,Si1,PU,combo_001,48,317.9576733,931.3848563,-0.002305119,0.029966544,1469.284763,,,42.38269058034679,1.386398312502838,370.7766657042092
1,1,1,False,0.9954822786693285,0.00451772133067152,False,0.4954822786693285,0.20939901429409755,2_0_3_1,16.43995072,0.317421341,2.95683611,1.454101292,Si1,PU,combo_001,49,312.8938056,565.8491652,-0.002009244,0.035764541,1450.413946,,,23.905353582368328,0.9385628831534235,346.8725813500534
1,1,1,False,0.9998954399795821,0.0001045600204179209,False,0.4998954399795821,0.1737589271871564,2_0_3_3,17.42818251,0.342979567,2.877762321,2.481106205,Si1,PU,combo_001,51,318.5917066,648.1992662,-0.002132773,0.03881646,1475.584031,,,43.24117176743348,0.987013674785495,383.59288613202295
1,1,1,False,0.999995777353547,4.2226464529449e-06,False,0.49999577735354706,0.2161629607171272,3_0_2_3,18.06531948,0.586532814,2.199580405,2.001884226,Si1,PU,combo_001,55,315.6454717,656.5237794,-0.002212415,0.039380987,1442.389153,,,36.16467810466252,1.2901260845639095,382.25535806237025
1,1,1,False,0.999981008871714,1.8991128285961167e-05,False,0.49998100887171404,0.21911748114848675,2_0_2_3,16.80539511,0.463012307,2.17703058,2.372647564,Si1,PU,combo_001,57,318.2038277,858.9704841,-0.002054925,0.032467815,1453.396542,,,39.87327976979901,1.007991951255348,379.4835056955998
1,1,1,False,0.9999644509267682,3.5549073231777584e-05,False,0.4999644509267682,0.2947897725989792,3_0_1_1,19.9471627,0.62186667,1.888690875,1.050340014,Si1,PU,combo_001,58,312.4201128,692.3562183,-0.002447645,0.026924095,1482.121974,,,20.95130314957828,1.1745139050956361,362.16158124626685
1,1,1,False,0.9752079360284824,0.024792063971517564,False,0.47520793602848244,0.13496852903648526,0_0_0_0,13.68335434,0.35276901,1.468511263,0.643335527,Si1,PU,combo_001,59,305.4174671,557.8587944,-0.002996404,0.024970031,1429.357469,,,8.802987975451636,0.5180452644223595,309.9709714418681
1,1,1,False,0.9999864247237156,1.3575276284427673e-05,False,0.4999864247237156,0.10506214331878654,2_0_1_2,16.87056968,0.413451255,2.026387788,1.842738096,Si1,PU,combo_001,60,318.0454703,897.6877473,-0.002063071,0.033421754,1472.973026,,,31.088041450558528,0.837812574065274,375.4293423397862
1,1,1,False,0.9294008716636881,0.07059912833631188,False,0.4294008716636881,0.258135540435977,0_1_3_3,12.96308161,0.838110934,2.849597858,2.450983463,Si1,PU,combo_001,46,292.4835198,882.0806704,-0.006613467,0.029918065,1256.008597,Itr_1,,31.772298655629417,2.3882791222927797,294.6745130880419
0,0,0,False,0.13403069012576907,0.8659693098742309,False,0.36596930987423093,0.18171200480898375,0_0_1_0,13.1239063,0.547659429,1.696203946,0.567925676,Si1,PU,combo_001,50,288.8643354,319.5670036,-0.004784216,0.052034768,1364.26726,,,7.453403357188159,0.9289420845339068,288.19294331440847
0,0,0,False,0.0077922872355884465,0.9922077127644116,False,0.49220771276441155,0.2565882251198159,3_3_1_3,18.78138005,1.881554495,1.667161109,2.07016464,Si1,PU,combo_001,52,262.8411628,258.4785571,-0.001381154,0.051981532,1151.262718,,,38.88054886991143,3.136854478528135,265.534506665116
0,0,0,False,0.00010506368198548444,0.9998949363180145,False,0.4998949363180145,0.25147677558099,0_2_2_0,12.75205068,1.198319507,2.429543852,0.647733729,Si1,PU,combo_001,53,243.5700575,241.5717466,-0.005264071,0.052210705,1145.79268,,,8.259933339353386,2.911369790963521,239.445370177756
0,0,0,False,2.5924981628122623e-05,0.9999740750183719,False,0.4999740750183719,0.17737474333072226,1_2_1_0,15.9985666,1.397432909,1.611685025,0.873635037,Si1,PU,combo_001,54,258.633114,255.5632158,-0.003517328,0.051993736,1176.469471,,,13.976908323537964,2.252221692877488,258.1724357779019
0,0,0,False,0.000880645108736644,0.9991193548912634,False,0.49911935489126336,0.32030164299528324,2_3_3_3,17.11016438,1.832971224,2.994408202,2.147021007,Si1,PU,combo_001,56,247.8322433,242.9064207,-0.005441852,0.052153448,1090.959253,,,36.735882357083135,5.488664067175579,248.8829720977779
1,1,1,False,0.9978380043741026,0.0021619956258973616,False,0.49783800437410264,0.14564916476821457,3_1_1_1,19.48887372,1.07280418,1.913047099,1.421626858,Si1,Si1,combo_002,1,312.9253463,657.8628443,-0.005258789,0.020557085,1294.142068,,,27.705906312522373,2.0523249243440738,330.2477534473043
1,1,1,False,0.9797581822600705,0.020241817739929502,False,0.4797581822600705,0.08407328774643347,2_1_0_2,16.15998954,1.05771777,1.224707966,1.834446506,Si1,PU,combo_001,3,324.0583934,821.0070479,-0.005133047,0.014609441,1299.435835,,,29.64463634864955,1.2953953786987558,308.6084163656445
0,0,0,False,0.23023360484944533,0.7697663951505547,False,0.26976639515055467,0.11414930562576897,2_1_2_2,17.87451634,1.032736554,2.460078924,1.5422751,Si1,Si1,combo_002,4,312.1300466,333.4837263,-0.000438,0.052025067,1256.91049,,,27.56742147572513,2.540613430539788,315.70833281254625
1,1,1,False,0.9999690730555812,3.09269444187521e-05,False,0.49996907305558125,0.18611753827502273,3_1_0_1,19.61601396,1.051327636,1.167887765,1.375243117,Si1,PU,combo_001,5,308.73783,795.5817597,-0.002406251,0.036093769,1357.711572,,,26.97678818146591,1.2278326830907733,347.1735762843865
1,1,1,False,0.9991681056432071,0.0008318943567928727,False,0.4991681056432071,0.17318872509129254,3_1_2_1,19.6863917,1.020742006,2.361074252,1.303241372,Si1,PU,combo_001,6,306.5708888,874.8059083,-0.002415049,0.024633497,1317.211614,,,25.656120128837415,2.41004766830143,334.63077144333164
0,0,0,False,8.933054505178006e-05,0.9999106694549482,False,0.4999106694549482,0.15910620238528164,1_1_3_2,15.66787669,1.058210344,2.989506512,1.93405104,Si1,Si1,combo_002,7,275.8525072,288.8091117,-0.006503298,0.05221319,1198.014325,,,30.30247320688626,3.16352671445376,279.83028132928973
1,1,1,False,0.8891041891872646,0.11089581081273536,False,0.38910418918726464,0.08407328774643347,2_1_0_2,16.45363045,1.008649694,1.280895259,1.707004694,Si1,Si1,combo_002,8,311.079588,560.5963889,-0.007641624,0.025338017,1301.130906,,,28.086424411491333,1.2919746110364008,312.45705643250017
0,0,0,False,0.07786443588690872,0.9221355641130913,False,0.4221355641130913,0.14474429167777617,2_1_3_2,16.44594853,1.039418783,2.638396516,1.751894624,Si1,PU,combo_001,9,294.7007925,311.8123484,-0.004421986,0.051927918,1249.818135,,,28.8115688162877,2.7423988957321597,300.6441137523508
1,1,0,True,0.3894536893306224,0.6105463106693776,False,0.11054631066937759,0.06875457739219755,0_1_1_3,12.17450815,0.954668269,2.0137605,2.448021916,Si1,Si1,combo_002,10,271.6831572,886.138147,-0.003837766,0.046348402,1216.264224,,,29.803462767720614,1.9224732507155746,271.8070325621378
1,1,1,False,0.6480753794917291,0.3519246205082709,False,0.1480753794917291,0.13100445199628066,1_1_1_2,15.91340396,1.072032294,1.739697257,1.910389502,Si1,PU,combo_001,11,316.412194,581.1649795,-0.02060031,0.026041902,1268.90539,,,30.400799866269228,1.8650116412872175,298.2556987672162
0,0,0,False,0.058964145390064004,0.941035854609936,False,0.441035854609936,0.18267392913304936,1_1_2_2,15.25978249,1.001313411,2.469103847,1.867260402,Si1,PU,combo_001,12,302.7470088,327.0618502,-0.003351101,0.052264119,1250.319196,,,28.49398758670996,2.472346795152792,290.63208742495453
1,1,1,False,0.995853431371529,0.004146568628470959,False,0.49585343137152904,0.18585509907514183,3_2_2_3,19.79022819,1.187194114,2.187146424,2.42816157,Si1,Si1,combo_002,14,314.3158915,673.0878788,-0.002428029,0.021852259,1284.530613,,,48.05387155248866,2.596567361028948,345.08457945851865
1,1,1,False,0.9729996871029698,0.0270003128970302,False,0.4729996871029698,0.20169097268485592,2_2_0_3,17.50806028,1.183185973,1.238193894,2.447746755,Si1,Si1,combo_002,15,327.4362129,664.1668643,-0.002999861,0.010713787,1273.627847,,,42.855297736714384,1.4650136472350488,319.5643401299289
1,1,1,False,0.9966310624004109,0.003368937599589117,False,0.4966310624004109,0.05797588051207281,3_1_3_2,19.36472206,1.07212326,2.7627171,1.832657491,Si1,PU,combo_001,16,311.2066824,625.5957549,-0.00237484,0.024223368,1290.580156,,,35.488902944391945,2.961973263709746,335.01725905618747
1,1,1,False,0.9999795045578139,2.0495442186074797e-05,False,0.4999795045578139,0.24184635103701818,3_1_1_3,19.42079795,0.871383295,1.900512871,2.492395438,Si1,Si1,combo_002,17,312.7725947,889.6352337,-0.00524007,0.03096405,1379.422525,,,48.40430821289975,1.6560751677218901,362.93641820132297
1,1,1,False,0.9944719598072425,0.005528040192757544,False,0.49447195980724246,0.05441330971149214,3_1_2_2,18.27718379,1.056774647,2.239840708,1.527581188,Si1,PU,combo_001,2,337.4758857,656.3098357,-0.004030015,0.011194488,1288.916264,Itr_2,,27.919882127222543,2.36700687353293,320.4471245398147
1,1,1,False,0.5438283958777674,0.45617160412223257,True,0.043828395877767434,0.10965008871565946,0_1_1_3,12.53581065,0.885879093,1.909329157,2.181687159,Si1,Si1,combo_002,13,279.3953433,532.026863,-0.004563679,0.037422166,1244.686509,,,27.349217122760443,1.6914347818416147,276.63933647271404
0,0,0,False,0.010819673040373345,0.9891803269596267,False,0.48918032695962665,0.20371592937737945,2_2_1_3,17.12711344,1.47384866,1.802604379,2.379817607,Si1,PU,combo_001,18,278.7939425,289.7898944,-0.004609305,0.052179721,1189.853694,,,40.75940612159834,2.656766048499282,283.02873520785573
0,0,0,False,0.07261224508204123,0.9273877549179588,False,0.4273877549179588,0.1315925568496823,2_2_2_3,16.17235204,1.248610739,2.155314859,2.471342702,Si1,PU,combo_001,1,288.9860162,305.9819531,-0.007508017,0.052280481,1210.333765,,,39.96742418822881,2.691149278873671,287.02014066630875
1,1,1,False,0.9806066514854592,0.019393348514540776,False,0.4806066514854592,0.15362296810707046,3_0_3_0,18.57622385,0.640512226,2.977544632,0.538406884,Si1,PU,combo_001,2,301.6187938,574.3403537,-0.002276277,0.03141263,1385.989332,,,10.001566799564985,1.9071537402566707,313.08823588398167
0,0,0,False,0.08513401654533936,0.9148659834546606,False,0.41486598345466064,0.09566646133248408,0_0_3_0,12.22053439,0.396077789,2.89705266,0.510498624,Si1,PU,combo_001,3,283.1548566,313.2823058,-0.004445449,0.052279966,1357.782011,,,6.238565990639679,1.1474582121893688,282.8889534588393
1,1,1,False,0.9973951943409247,0.002604805659075282,False,0.4973951943409247,0.12198278204277335,3_1_3_0,19.81188328,0.745306681,2.673067517,0.595807313,Si1,PU,combo_001,4,303.0506776,566.3449226,-0.002430735,0.037433319,1383.566274,,,11.804064942526427,1.9922550791841809,317.85310186318003
0,0,0,False,0.31978921938093663,0.6802107806190634,False,0.18021078061906337,0.15462237995689757,2_2_2_3,17.5650182,1.196808624,2.523332595,2.131832183,Si1,PU,combo_001,5,303.9910284,320.0344705,-0.005589682,0.05199853,1232.796751,,,37.445671093740735,3.019946210916299,302.951345012493
1,1,1,False,0.9955814121640287,0.004418587835971266,False,0.49558141216402873,0.13769140456439508,3_0_3_0,18.54455506,0.637683672,2.687317617,0.506857123,Si1,PU,combo_001,6,302.8630017,865.765524,-0.00227232,0.026813376,1394.482982,,,9.399439825026692,1.7136585658388497,318.1248520307418
0,0,0,False,0.06563946232199669,0.9343605376780033,False,0.4343605376780033,0.1420870097455365,2_2_2_3,16.05829916,1.138745852,2.508241168,2.24787655,Si1,PU,combo_001,7,290.5135992,307.8111802,-0.004315382,0.052092293,1224.644834,,,36.0970741146487,2.856249225875635,291.11028185127657
0,0,0,False,0.12126593491325366,0.8787340650867463,False,0.37873406508674634,0.09566646133248408,0_0_3_0,12.14723223,0.440421288,2.820875121,0.67564776,Si1,PU,combo_001,8,281.5730928,309.9305221,-0.004417961,0.052118706,1347.673605,,,8.207250246399305,1.2423734540779758,282.2099967297998
1,1,1,False,0.9958540500863364,0.004145949913663571,False,0.49585405008633643,0.15746245997568128,3_2_0_1,19.95605371,1.151498521,1.281811962,1.052992431,Si1,Si1,combo_002,9,304.1286888,620.2596633,-0.002448756,0.031833831,1309.833857,,,21.01357350925947,1.476004578443108,323.0326134810389
0,0,0,False,0.12480446182871674,0.8751955381712833,False,0.37519553817128326,0.12766523661813958,2_2_2_3,17.09913566,1.264123165,2.220732218,2.304868542,Si1,PU,combo_001,10,295.6827209,310.872586,-0.004601613,0.052136367,1218.961285,,,39.41125987812441,2.8072790400356302,294.43423598857186
0,0,0,False,0.08010070318118778,0.9198992968188122,False,0.4198992968188122,0.1315925568496823,1_2_2_3,15.54081746,1.176907776,2.11198619,2.282812122,Si1,PU,combo_001,11,284.7640749,302.5580625,-0.003414334,0.05199719,1219.306219,,,35.47676648347725,2.4856129698156133,290.8962193182923
0,0,0,False,0.11543848779160726,0.8845615122083927,False,0.38456151220839274,0.05008636285459466,1_0_3_0,14.27493107,0.547106756,2.947142333,0.77741148,Si1,PU,combo_001,12,291.2163045,316.6709275,-0.002434063,0.052279244,1335.154184,,,11.097495290026684,1.6124014812779017,292.3730277352265
