segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,36,0.6388888888888888,0.8333333333333334,0.6976744186046512,0.3611111111111111
Non-boundary,204,0.9362745098039216,0.940677966101695,0.9446808510638298,0.06372549019607843
Overall,240,0.8916666666666667,0.9264705882352942,0.9064748201438849,0.10833333333333334
