bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,62,0.016129032258064516,False
0.2-0.4,0.30000000000000004,25,0.24,False
0.4-0.6,0.5,36,0.3611111111111111,True
0.6-0.8,0.7000000000000001,31,0.16129032258064516,False
0.8-1.0,0.9,86,0.011627906976744186,False
