bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,113,0.05309734513274336,False
0.2-0.4,0.30000000000000004,57,0.2982456140350877,False
0.4-0.6,0.5,50,0.58,True
0.6-0.8,0.7000000000000001,49,0.3877551020408163,False
0.8-1.0,0.9,95,0.07368421052631578,False
