accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8023255813953488,0.7441860465116279,0.8421052631578947,0.7901234567901234,"[[37, 11], [6, 32]]",1.4313453243392995,1.9918029899145715,0.9967446969957829,48,gp,0,gp_cv
0.7294117647058823,0.8181818181818182,0.4864864864864865,0.6101694915254238,"[[44, 4], [19, 18]]",0.9325118146061359,1.4430174187666653,0.9985292598625944,48,gp,1,gp_cv
0.6705882352941176,0.6363636363636364,0.5675675675675675,0.6,"[[36, 12], [16, 21]]",0.9200158938401645,1.2398086270331568,0.9989743752791287,48,gp,2,gp_cv
0.788235294117647,0.7878787878787878,0.7027027027027027,0.7428571428571429,"[[41, 7], [11, 26]]",1.37289502692033,1.8694569404396177,0.9980955998006747,48,gp,3,gp_cv
0.7411764705882353,0.6744186046511628,0.7837837837837838,0.725,"[[34, 14], [8, 29]]",1.126148650817541,1.6703731521180796,0.9986112266806639,48,gp,4,gp_cv
0.7906976744186046,0.75,0.7894736842105263,0.7692307692307693,"[[38, 10], [8, 30]]",2.635688521378581,3.978057641912315,0.9870150344255798,48,mlp,0,mlp_cv
0.7647058823529411,0.7428571428571429,0.7027027027027027,0.7222222222222222,"[[39, 9], [11, 26]]",3.0582183038574215,4.106550624497634,0.9880890292036538,48,mlp,1,mlp_cv
0.8,0.7083333333333334,0.918918918918919,0.8,"[[34, 14], [3, 34]]",2.464014332023113,3.3549432007660496,0.992489834352349,48,mlp,2,mlp_cv
0.8117647058823529,0.7333333333333333,0.8918918918918919,0.8048780487804879,"[[36, 12], [4, 33]]",3.1434951111572276,4.238071331602915,0.9902126795114764,48,mlp,3,mlp_cv
0.7764705882352941,0.6956521739130435,0.8648648648648649,0.7710843373493976,"[[34, 14], [5, 32]]",3.053297103727219,4.195940643531394,0.9912367937288654,48,mlp,4,mlp_cv
