accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.7346938775510204,0.75,0.72,0.7346938775510204,"[[36, 12], [14, 36]]",1.327939069027065,1.7704232009444336,0.9980056362272295,48,gp,0,gp
0.7938144329896907,0.7735849056603774,0.8367346938775511,0.803921568627451,"[[36, 12], [8, 41]]",1.5182404238298848,2.422490834481338,0.9969205327752778,48,gp,1,gp
0.7628865979381443,0.825,0.673469387755102,0.7415730337078652,"[[41, 7], [16, 33]]",1.299713587267681,1.6841286647272025,0.9977967874532321,48,gp,2,gp
0.7319587628865979,0.7555555555555555,0.6938775510204082,0.723404255319149,"[[37, 11], [15, 34]]",1.5051560378738327,1.8830061122719564,0.9976676507726918,48,gp,3,gp
0.6701030927835051,0.68,0.68,0.68,"[[31, 16], [16, 34]]",1.3876643448178079,1.751597549242749,0.9981252118667165,47,gp,4,gp
0.7040816326530612,0.7837837837837838,0.58,0.6666666666666666,"[[40, 8], [21, 29]]",4.540564279793297,5.972180549708269,0.977305738770243,48,mlp,0,mlp
0.8041237113402062,0.7884615384615384,0.8367346938775511,0.8118811881188119,"[[37, 11], [8, 41]]",2.9885933029296914,4.269305689994956,0.9904354221718564,48,mlp,1,mlp
0.8247422680412371,0.9,0.7346938775510204,0.8089887640449438,"[[44, 4], [13, 36]]",3.8187296689371713,4.9196693666099005,0.9811991409643716,48,mlp,2,mlp
0.7525773195876289,0.8378378378378378,0.6326530612244898,0.7209302325581395,"[[42, 6], [18, 31]]",3.7822371129475876,4.6497520871523434,0.9857783588732414,48,mlp,3,mlp
0.6701030927835051,0.7142857142857143,0.6,0.6521739130434783,"[[35, 12], [20, 30]]",4.028528136220079,5.316248073137414,0.9827299333032733,47,mlp,4,mlp
