sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,8.97319734349667,0.9048593101812075,2.8696186906316425,2.4784785791466653,A1,PU,combo_007,0.5002804090350015,0.4997195909649985,0.999439181929997,0.0,0.0,337.76258967750607,1.0262165800175946,0.0,0.532637157009352,0.21875,0.6904681757670406,0.3517882813780288,0.14731669279258924,22.239877402312256,2.596601188888048
2,boundary,gp,15.088347508544782,0.6604761785840658,2.5999397030573803,1.7496499378444368,Si1,PU,combo_001,0.4997920824655815,0.5002079175344185,0.999584164931163,0.0,0.0,417.43027174640054,0.9762130957674338,0.0,0.32114482446027304,0.3125,0.6755422932527266,0.5886501527054389,0.1262233694341322,26.39932628050064,1.7171982396243293
3,boundary,gp,14.016900765524642,0.6054135469241457,2.985880862390565,1.7791747573090408,Si1,PU,combo_001,0.4969754076445687,0.5030245923554313,0.9939508152891374,0.0,0.0,406.38523061664813,1.17878992100426,0.0,0.33793732986839103,0.3125,0.6743314946552565,0.559695332180586,0.14264604218090296,24.938516017727213,1.807692723592799
4,boundary,gp,12.987029171103888,0.9427222496883496,1.3797767554570879,1.5650837093989698,A1,PU,combo_007,0.5133986777141715,0.48660132228582853,0.9732026445716571,0.0,0.0,396.9154709277026,0.8439542776489252,0.0,0.5219601399085179,0.21875,0.6734961163584718,0.5324856408356292,0.13320562420470203,20.325787789183902,1.3007462469721978
5,boundary,gp,15.997461147645296,0.6266831914827177,2.242877474856171,1.2807660830100902,A1,Si2,combo_009,0.4894085298851607,0.5105914701148393,0.9788170597703214,0.0,0.0,432.6395960632245,1.3440459362398285,0.0,0.4711165302802572,0.21875,0.6703541331740741,0.6491397075552011,0.15990271707590406,20.48900565217577,1.405573614047564
6,boundary,gp,13.844204012280855,0.6230858613035806,2.8837828481055823,2.104209224722923,Si1,PU,combo_001,0.4911125298496657,0.5088874701503343,0.9822250596993314,0.0,0.0,406.00127277117747,1.0273723487743531,0.0,0.35168281883152736,0.3125,0.6691072199221217,0.5568975702232325,0.13431536789244897,29.131101791587476,1.7968443197243593
7,boundary,gp,15.939290320219634,0.4252917206428224,2.7963516629100784,0.5851144877237633,A1,PU,combo_007,0.48340827060108893,0.5165917293989111,0.9668165412021779,0.0,0.0,427.0038908890411,1.7320281770733328,0.0,0.5110705316999854,0.21875,0.6683079598070438,0.6430854797748323,0.192524856838888,9.32630969039565,1.189265210241445
8,boundary,gp,14.580185040260051,1.052438560086861,1.2277587452252683,1.3722296724209606,Si1,PU,combo_001,0.500565129054863,0.49943487094513705,0.9988697418902741,0.0,0.0,409.8330993487458,1.0255981820028792,0.0,0.2623786604535553,0.3125,0.6676245256325413,0.5599383329256825,0.12079797475521548,20.00736254163304,1.2921406459589326
9,boundary,gp,11.107906886078476,1.633896658325388,1.1316251178148913,1.4711424889377913,A2,PU,combo_011,0.5062081234010769,0.4937918765989231,0.9875837531978462,0.0,0.0,354.38818829504226,1.2102973765296743,0.0,0.49614436919672256,0.125,0.6668082402253006,0.39446552991444445,0.14041460241928028,16.34131378327472,1.8489584984748244
10,boundary,gp,9.529102112275167,1.377557182033802,2.7137998507920202,1.5034811171316975,A2,Si1,combo_012,0.5012173517957872,0.4987826482042128,0.9975652964084256,0.0,0.0,332.3354788937079,1.1072121831521204,0.0,0.2857056344463482,0.28125,0.6658381947549226,0.31792909359724364,0.12521107225445105,14.326825089025487,3.7384144750608077
11,boundary,gp,8.161514195420224,1.2200756560334134,1.3840589195611166,0.7669277551720144,Si2,PU,combo_003,0.5012271306459435,0.4987728693540565,0.997545738708113,0.0,0.0,315.5498041357838,1.2432207880641137,0.0,0.4590329266815018,0.09375,0.6640195376832188,0.2665856656591129,0.13242007407820436,6.2592917606981615,1.6886565942724268
12,boundary,gp,10.833766338503555,1.2316773220597028,1.9034517295495954,1.1417742215882765,Si3,PU,combo_005,0.5042419759048276,0.49575802409517244,0.9915160481903449,0.0,0.0,353.32912510001347,0.9302746709770744,0.0,0.3162257923604691,0.25,0.662145837199215,0.3801641701527034,0.11295754522556178,12.369715128014168,2.3444383289215556
13,boundary,gp,11.365847388401281,0.7041011464132766,2.175933939360733,1.609337877363888,A1,PU,combo_007,0.4994080760575179,0.5005919239424821,0.9988161521150358,0.0,0.0,377.353055654397,0.9140780956815139,0.0,0.3037037360533752,0.21875,0.6609084618552516,0.45074169936366637,0.10528008990825463,18.29148871049161,1.532077581223449
14,boundary,gp,8.673259582873957,1.2936373184597778,1.295580157272922,0.5458585353129319,A1,Si2,combo_009,0.49025208193438274,0.5097479180656173,0.9805041638687655,0.0,0.0,314.2276736027924,1.0513410114321133,0.0,0.35643684819709937,0.21875,0.6567363006470457,0.26092078186477546,0.12261105394974267,4.734372772296429,1.67601084050424
15,boundary,gp,8.689772518676278,1.3002833059288337,1.949109480262663,0.648333382989879,Si3,PU,combo_005,0.5017720140863617,0.49822798591363826,0.9964559718272765,0.0,0.0,319.7022014082664,0.9623395691667886,0.0,0.23567124627298588,0.25,0.6548143871370352,0.2673768315435139,0.10307512755419188,5.633869614445873,2.534394518613166
16,boundary,gp,10.673656007805574,1.3360126245797852,1.154250929222088,2.3478518716897527,Si2,Si2,combo_004,0.4959411340293203,0.5040588659706797,0.9918822680586405,0.0,0.0,354.2073969581146,1.461968392740848,0.0,0.3486885313091589,0.15625,0.6545496122368089,0.3872137325274041,0.14025708808867784,25.06016323569889,1.5420938133736577
17,boundary,gp,9.641613510551657,0.9553390450370401,2.6394085557092617,0.9381847289320233,Si1,PU,combo_001,0.5154382386263698,0.48456176137363016,0.9691235227472603,0.0,0.0,335.591939481049,0.9641916330802677,0.0,0.2824279572091563,0.3125,0.6524818105787873,0.32812492513182323,0.11959075002109253,9.04561455786424,2.5215300490738795
18,notp_high_tmax,gp,15.941846882897053,0.5317758333985673,2.2807333787546242,0.5098253452383273,A1,Si1,combo_008,0.43036745531020415,0.5696325446897958,0.8607349106204083,0.0,0.0,430.82322560992606,1.520732255591837,0.0,0.4703579588942647,0.15625,0.5920297865781616,0.6405875583977867,0.16254074154329876,8.127557590809543,1.2128388932471705
19,notp_high_tmax,gp,13.95023620850344,0.9494919918046041,2.216722227563479,2.1551935240672817,Si3,PU,combo_005,0.2319083935093431,0.7680916064906569,0.4638167870186862,0.0,0.0,409.20842494768794,0.8165803684002474,0.8793892900622874,0.34927392174659705,0.25,0.35237841329880937,0.5563217938103477,0.11011139179500606,30.065458735775525,2.1047600031267866
20,notp_high_tmax,gp,11.837689099108484,0.6799802460755762,2.1983237119801684,1.7700017730245756,A1,PU,combo_007,0.43413629352663463,0.5658637064733654,0.8682725870532693,0.0,0.0,385.19281246371867,0.8810339230724219,0.0,0.43477503406286444,0.21875,0.5999466311397104,0.48776454762161525,0.12267280817494486,20.95273069393571,1.494816698626049
21,notp_high_tmax,gp,9.93432587629278,0.9988275696697999,2.1026186491447127,2.461324856482446,A1,Si2,combo_009,0.26442904876006423,0.7355709512399358,0.5288580975201285,0.0,0.0,351.31250568721754,0.9180076375326119,0.9038063415995717,0.3459966416373526,0.21875,0.38667576483323884,0.3734571799436228,0.1118937286197291,24.45160321171618,2.100153475267611
22,notp_high_tmax,gp,9.983848666895192,1.2709035677447986,2.888503053567897,2.288682412305235,A2,Si2,combo_013,0.3008430621488287,0.6991569378511713,0.6016861242976574,0.0,0.0,345.4212785279516,1.3603556271762283,0.6610462523411419,0.38928977340240967,0.125,0.4235751900659134,0.35862736512980814,0.1346856140720414,22.849858851040093,3.6710088362211852
23,uncertainty_sparse,gp,8.627690960095258,0.3064692068057573,1.1162513687501068,1.8785914446424115,A2,Si1,combo_012,0.9900663014246902,0.00993369857530979,0.01986739715061958,0.0,0.0,380.4709542530869,5.113635350526006,0.0,0.60692885562325,0.28125,0.12506390539658302,0.5794362269226496,0.4483741543655607,16.207906424653626,0.3420966715766861
24,random_check,gp,8.464429441433898,0.26655356762064786,2.515364023178747,1.3089174459154789,A1,PU,combo_007,0.9772830660219824,0.02271693397801755,0.0454338679560351,0.0,0.0,359.33758038124324,3.4361222916233003,0.0,3.4984524103525317e-10,0.21875,0.05492377647844615,0.41338187289387796,0.23282424281889097,11.079239365613441,0.670479254242921
25,combo_reinforce_lacking,gp,13.002791628696542,0.8895828801188551,2.704464175441754,1.6946473714580335,A2,Si3,combo_014,0.48767807123095963,0.5123219287690404,0.9753561424619193,0.0,0.0,397.84107125803024,0.9631150201558051,0.0,0.4514657230245146,0.09375,0.6498519094504676,0.518173043520014,0.11206002190261405,22.035146655187116,2.4058450303677406
26,combo_reinforce_lacking,gp,10.371352923418488,1.4508130915820596,1.68575215993661,2.1681143961789786,A2,Si3,combo_014,0.5038841815658905,0.49611581843410946,0.9922316368682189,0.0,0.0,350.76236923330606,0.797494274703305,0.0,0.28739513896908236,0.09375,0.6389738291551482,0.3510100728512242,0.07608210631690394,22.48627958111656,2.445711302798768
