A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,CellD_x_Resin,Barrier_x_Outer,selected_model_kind,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,tmax_scaled,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse
8.97319734349667,0.9048593101812075,2.8696186906316425,2.4784785791466653,A1,PU,combo_007,22.239877402312256,2.596601188888048,gp,0.5002804090350015,0.4997195909649985,0.999439181929997,0.0,0.0,337.76258967750607,1.0262165800175946,0.38108769821577204,0.0,0.532637157009352,0.21875,0.6904681757670406,0.3517882813780288,0.14731669279258924
15.088347508544782,0.6604761785840658,2.5999397030573803,1.7496499378444368,Si1,PU,combo_001,26.39932628050064,1.7171982396243293,gp,0.4997920824655815,0.5002079175344185,0.999584164931163,0.0,0.0,417.43027174640054,0.9762130957674338,0.737682938833816,0.0,0.32114482446027304,0.3125,0.6755422932527266,0.5886501527054389,0.1262233694341322
14.016900765524642,0.6054135469241457,2.985880862390565,1.7791747573090408,Si1,PU,combo_001,24.938516017727213,1.807692723592799,gp,0.4969754076445687,0.5030245923554313,0.9939508152891374,0.0,0.0,406.38523061664813,1.17878992100426,0.6882449610112122,0.0,0.33793732986839103,0.3125,0.6743314946552565,0.559695332180586,0.14264604218090296
12.987029171103888,0.9427222496883496,1.3797767554570879,1.5650837093989698,A1,PU,combo_007,20.325787789183902,1.3007462469721978,gp,0.5133986777141715,0.48660132228582853,0.9732026445716571,0.0,0.0,396.9154709277026,0.8439542776489252,0.645857996219713,0.0,0.5219601399085179,0.21875,0.6734961163584718,0.5324856408356292,0.13320562420470203
15.997461147645296,0.6266831914827177,2.242877474856171,1.2807660830100902,A1,Si2,combo_009,20.48900565217577,1.405573614047564,gp,0.4894085298851607,0.5105914701148393,0.9788170597703214,0.0,0.0,432.6395960632245,1.3440459362398285,0.8057603891066322,0.0,0.4711165302802572,0.21875,0.6703541331740741,0.6491397075552011,0.15990271707590406
13.844204012280855,0.6230858613035806,2.8837828481055823,2.104209224722923,Si1,PU,combo_001,29.131101791587476,1.7968443197243593,gp,0.4911125298496657,0.5088874701503343,0.9822250596993314,0.0,0.0,406.00127277117747,1.0273723487743531,0.6865263527030855,0.0,0.35168281883152736,0.3125,0.6691072199221217,0.5568975702232325,0.13431536789244897
15.939290320219634,0.4252917206428224,2.7963516629100784,0.5851144877237633,A1,PU,combo_007,9.32630969039565,1.189265210241445,gp,0.48340827060108893,0.5165917293989111,0.9668165412021779,0.0,0.0,427.0038908890411,1.7320281770733328,0.7805347820542973,0.0,0.5110705316999854,0.21875,0.6683079598070438,0.6430854797748323,0.192524856838888
14.580185040260051,1.052438560086861,1.2277587452252683,1.3722296724209606,Si1,PU,combo_001,20.00736254163304,1.2921406459589326,gp,0.500565129054863,0.49943487094513705,0.9988697418902741,0.0,0.0,409.8330993487458,1.0255981820028792,0.7036777381199847,0.0,0.2623786604535553,0.3125,0.6676245256325413,0.5599383329256825,0.12079797475521548
11.107906886078476,1.633896658325388,1.1316251178148913,1.4711424889377913,A2,PU,combo_011,16.34131378327472,1.8489584984748244,gp,0.5062081234010769,0.4937918765989231,0.9875837531978462,0.0,0.0,354.38818829504226,1.2102973765296743,0.4555044401803799,0.0,0.49614436919672256,0.125,0.6668082402253006,0.39446552991444445,0.14041460241928028
15.293670256661674,0.6945265189709486,2.566766403075569,2.0121392026868055,Si1,Si1,combo_002,30.77299347639413,1.7826873349396577,gp,0.5030035429920501,0.4969964570079499,0.9939929140158998,0.0,0.0,421.57011492700354,1.1054812154224132,0.7562130169881104,0.0,0.49291134160420547,0.09375,0.6662251048939967,0.5994577953834289,0.12804812390028994
