segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,10,0.5,0.5,0.4444444444444444,0.5
Non-boundary,131,0.9465648854961832,0.9538461538461539,0.9465648854961832,0.05343511450381679
Overall,141,0.9148936170212766,0.927536231884058,0.9142857142857143,0.0851063829787234
